idx,연승,마명,산지,성별,연령,중량,기수명,마체중,단승배당,연승배당,grade,length,date,데뷔일자,경주마1등,경주마2등,경주마3등,경주마총전적,경주마3등이내횟수,경주마3등이내확률,기수1등,기수2등,기수3등,기수총전적,기수3등이내횟수,기수3등이내확률,마체중증감,money_log
191,0,거미손,0.226666667,0.288180611,0.269046439,55.0,조상범,529,12.5,9999.9,혼4등급,1700M,20210108,20140605,0,1,0,6,1,0.1667,55,93,98,1145,246,0.2148,1,20.676863038774616
192,0,거미손,0.226666667,0.288180611,0.304899931,51.0,김아현,520,75.5,10.3,혼4등급,1200M,20201115,20200717,0,1,0,5,1,0.2,3,7,6,92,16,0.1739,-1,20.676863038774616
193,0,거미손,0.226666667,0.288180611,0.304899931,55.0,정평수,536,24.8,4.0,혼4등급,1200M,20201016,19650416,0,1,0,4,1,0.25,284,376,415,4821,1075,0.223,1,20.676863038774616
194,0,거버넌스,0.260997247,0.23702337,0.269046439,55.0,먼로,453,53.5,11.2,국6등급,1400M,20210314,20190201,0,0,0,5,0,0.0,79,93,82,690,254,0.3681,1,20.26166662107061
195,0,거버넌스,0.260997247,0.23702337,0.304899931,54.0,김정준,452,176.7,11.6,국6등급,1200M,20201121,20100609,0,0,0,4,0,0.0,141,188,187,2425,516,0.2128,1,20.26166662107061
196,0,거센강자,0.260997247,0.23702337,0.304899931,54.0,임다빈,467,5.5,1.5,국6등급,1200M,20220709,20200717,0,0,0,3,0,0.0,55,57,59,742,171,0.2305,1,20.53143500820051
197,0,거센강자,0.260997247,0.23702337,0.304899931,54.0,임다빈,459,44.7,10.4,국6등급,1200M,20220611,20200717,0,0,0,2,0,0.0,51,56,56,712,163,0.2289,0,20.53143500820051
198,0,거센강자,0.260997247,0.23702337,0.304899931,54.0,이용호,461,97.8,14.4,국6등급,1200M,20220226,20150617,0,0,0,1,0,0.0,52,65,71,887,188,0.212,0,20.53143500820051
199,0,거센광풍,0.260997247,0.288180611,0.304899931,56.0,이용호,488,190.3,66.2,국6등급,1300M,20220626,20150617,0,0,0,7,0,0.0,60,68,80,979,208,0.2125,1,20.370348601113744
200,0,거센광풍,0.260997247,0.288180611,0.304899931,56.0,이용호,474,122.4,25.3,국6등급,1300M,20220501,20150617,0,0,0,6,0,0.0,55,67,78,941,200,0.2125,1,20.370348601113744
201,0,거센광풍,0.260997247,0.288180611,0.304899931,56.0,이용호,470,47.9,4.5,국6등급,1200M,20220402,20150617,0,0,0,5,0,0.0,53,66,75,914,194,0.2123,0,20.370348601113744
202,0,거센광풍,0.260997247,0.288180611,0.304899931,56.0,이용호,478,191.8,72.8,국6등급,1300M,20220312,20150617,0,0,0,4,0,0.0,53,65,74,899,192,0.2136,1,20.370348601113744
203,0,거센광풍,0.260997247,0.288180611,0.304899931,56.0,김동수,472,110.2,33.3,국6등급,1200M,20220212,20140605,0,0,0,3,0,0.0,263,283,303,2926,849,0.2902,0,20.370348601113744
204,0,거센광풍,0.260997247,0.288180611,0.304899931,56.0,박상우,482,84.4,22.0,국6등급,1200M,20220115,20090601,0,0,0,2,0,0.0,91,145,152,2425,388,0.16,1,20.370348601113744
205,0,거센광풍,0.260997247,0.288180611,0.275362319,55.0,김동수,472,294.2,57.6,국6등급,1000M,20211120,20140605,0,0,0,1,0,0.0,260,280,303,2881,843,0.2926,-1,20.370348601113744
206,0,거센광풍,0.260997247,0.288180611,0.275362319,55.0,장추열,486,374.6,40.8,국6등급,1000M,20211024,20100609,0,0,0,0,0,0.0,315,328,348,3202,991,0.3095,1,20.370348601113744
207,0,거센기상,0.260997247,0.23702337,0.269046439,54.5,먼로,482,32.4,6.7,국6등급,1200M,20220129,20190201,0,0,0,4,0,0.0,114,131,110,999,355,0.3554,0,19.642351689166144
208,0,거센기상,0.260997247,0.23702337,0.269046439,54.5,먼로,484,15.8,4.0,국6등급,1300M,20220115,20190201,0,0,0,3,0,0.0,112,130,108,977,350,0.3582,0,19.642351689166144
209,0,거센기상,0.260997247,0.23702337,0.304899931,54.0,먼로,494,9.7,3.0,국6등급,1200M,20211024,20190201,0,0,0,2,0,0.0,104,119,102,890,325,0.3652,1,19.642351689166144
210,0,거센기상,0.260997247,0.23702337,0.304899931,54.0,먼로,480,5.6,2.8,국6등급,1200M,20210815,20190201,0,0,0,1,0,0.0,94,106,94,813,294,0.3616,0,19.642351689166144
211,0,거센기상,0.260997247,0.23702337,0.304899931,54.0,먼로,484,9.4,2.6,국6등급,1200M,20210710,20190201,0,0,0,0,0,0.0,90,103,91,783,284,0.3627,0,19.642351689166144
212,1,거센돌풍,0.260997247,0.288180611,0.269046439,52.0,문정균,457,7.0,2.1,국4등급,1200M,20220924,19980615,3,0,3,16,6,0.375,447,539,550,6546,1536,0.2346,0,20.381266235048024
213,1,거센돌풍,0.260997247,0.288180611,0.269046439,52.0,문정균,466,49.6,7.2,국4등급,1200M,20220828,19980615,3,0,2,15,5,0.3333,447,539,549,6538,1535,0.2348,0,20.381266235048024
214,0,거센돌풍,0.260997247,0.288180611,0.269046439,52.0,문정균,468,11.3,3.1,혼4등급,1400M,20220724,19980615,3,0,2,14,5,0.3571,447,538,549,6519,1534,0.2353,0,20.381266235048024
215,0,거센돌풍,0.260997247,0.288180611,0.269046439,52.0,문정균,474,30.6,12.0,국4등급,1400M,20220626,19980615,3,0,2,13,5,0.3846,447,537,548,6507,1532,0.2354,1,20.381266235048024
216,0,거센돌풍,0.260997247,0.288180611,0.269046439,56.0,김동수,470,47.6,11.6,국4등급,1200M,20220522,20140605,3,0,2,12,5,0.4167,270,292,317,3010,879,0.292,0,20.381266235048024
217,0,거센돌풍,0.260997247,0.288180611,0.269046439,52.5,문정균,475,8.7,2.1,국4등급,1200M,20220409,19980615,3,0,2,11,5,0.4545,444,536,544,6466,1524,0.2357,0,20.381266235048024
218,0,거센돌풍,0.260997247,0.288180611,0.269046439,52.0,조한별,482,19.2,4.0,국4등급,1400M,20220108,20130601,3,0,2,10,5,0.5,57,106,110,1630,273,0.1675,1,20.381266235048024
219,1,거센돌풍,0.260997247,0.288180611,0.304899931,55.0,김동수,478,2.5,1.4,국5등급,1200M,20211204,20140605,2,0,2,9,4,0.4444,262,280,303,2896,845,0.2918,1,20.381266235048024
220,1,거센돌풍,0.260997247,0.288180611,0.304899931,56.0,김동수,474,5.6,2.0,국6등급,1300M,20211107,20140605,1,0,2,8,3,0.375,259,277,302,2870,838,0.292,1,20.381266235048024
221,1,거센돌풍,0.260997247,0.288180611,0.304899931,56.0,김동수,471,9.6,2.3,국6등급,1200M,20210912,20140605,1,0,1,7,2,0.2857,258,275,297,2837,830,0.2926,0,20.381266235048024
222,0,거센돌풍,0.260997247,0.288180611,0.304899931,56.0,문정균,476,3.1,2.6,국6등급,1200M,20210808,19980615,1,0,1,6,2,0.3333,443,532,539,6360,1514,0.2381,1,20.381266235048024
223,1,거센돌풍,0.260997247,0.288180611,0.304899931,56.0,문정균,468,3.9,2.7,국6등급,1200M,20210530,19980615,1,0,0,5,1,0.2,442,530,536,6321,1508,0.2386,1,20.381266235048024
224,0,거센돌풍,0.260997247,0.288180611,0.304899931,57.0,문정균,465,12.8,2.6,국6등급,1200M,20210410,19980615,1,0,0,4,1,0.25,442,529,535,6275,1506,0.24,0,20.381266235048024
225,0,거센돌풍,0.260997247,0.288180611,0.304899931,56.5,이혁,465,5.8,1.3,국6등급,1200M,20210221,20110824,1,0,0,3,1,0.3333,333,300,306,3837,939,0.2447,1,20.381266235048024
226,0,거센돌풍,0.260997247,0.288180611,0.275362319,55.0,이혁,460,2.6,1.1,국6등급,1000M,20201122,20110824,1,0,0,2,1,0.5,324,294,300,3763,918,0.244,1,20.381266235048024
227,0,거센불패,0.254200542,0.249026395,0.304899931,51.0,김아현,466,263.4,34.7,혼4등급,1400M,20211010,20200717,0,1,0,6,1,0.1667,8,24,19,325,51,0.1569,1,20.731166677940177
228,0,거센불패,0.254200542,0.249026395,0.304899931,54.0,유승완,464,9999.9,1.0,혼4등급,1700M,20210815,20070601,0,1,0,5,1,0.2,388,343,411,4511,1142,0.2532,1,20.731166677940177
229,0,거센불패,0.254200542,0.249026395,0.304899931,52.5,유승완,460,29.0,4.1,혼4등급,1200M,20210710,20070601,0,1,0,4,1,0.25,385,338,407,4467,1130,0.253,0,20.731166677940177
230,0,거센불패,0.254200542,0.249026395,0.304899931,53.0,유승완,464,54.3,4.0,혼4등급,1200M,20210529,20070601,0,1,0,3,1,0.3333,382,336,404,4427,1122,0.2534,0,20.731166677940177
231,0,거센불패,0.254200542,0.249026395,0.304899931,53.5,안토니오,465,11.4,3.8,혼4등급,1200M,20210417,20170506,0,1,0,2,1,0.5,225,199,159,1630,583,0.3577,0,20.731166677940177
232,0,거센불패,0.254200542,0.249026395,0.304899931,53.0,이용호,472,6.2,2.2,혼4등급,1200M,20210314,20150617,0,1,0,1,1,1.0,44,54,55,641,153,0.2387,1,20.731166677940177
233,1,거센불패,0.254200542,0.249026395,0.304899931,53.5,박을운,463,1.6,9999.9,혼4등급,1200M,20210115,19980615,0,0,0,0,0,0.0,410,398,348,3425,1156,0.3375,0,20.731166677940177
234,0,거센질주,0.260997247,0.23702337,0.269046439,52.0,이용호,484,9999.9,9999.9,2등급,1200M,20210904,20150617,5,1,1,14,7,0.5,44,58,64,741,166,0.224,0,20.279922944312528
235,0,거센질주,0.260997247,0.23702337,0.269046439,52.0,김동수,493,122.7,3.4,2등급,1400M,20210717,20140605,5,1,1,13,7,0.5385,253,270,294,2788,817,0.293,1,20.279922944312528
236,0,거센질주,0.260997247,0.23702337,0.269046439,52.0,김동수,486,9.3,2.8,2등급,1800M,20210529,20140605,5,1,1,12,7,0.5833,251,267,290,2743,808,0.2946,0,20.279922944312528
237,0,거센질주,0.260997247,0.23702337,0.269046439,51.0,김동수,486,40.6,20.6,2등급,1800M,20210328,20140605,5,1,1,11,7,0.6364,248,264,285,2690,797,0.2963,1,20.279922944312528
238,0,거센질주,0.260997247,0.23702337,0.269046439,52.0,박을운,480,9.9,2.4,2등급,1200M,20210129,19980615,5,1,1,10,7,0.7,410,400,348,3430,1158,0.3376,1,20.279922944312528
239,0,거센질주,0.260997247,0.23702337,0.304899931,55.0,박을운,476,11.6,6.9,국OPEN,1400M,20201206,19980615,5,1,1,9,7,0.7778,409,394,344,3403,1147,0.3371,0,20.279922944312528
240,0,거센질주,0.260997247,0.23702337,0.304899931,52.0,박을운,478,3.3,1.4,2등급,1200M,20201108,19980615,5,1,1,8,7,0.875,408,391,339,3375,1138,0.3372,0,20.279922944312528
241,0,거센질풍,0.260997247,0.288180611,0.304899931,56.0,박을운,499,8.0,2.3,국6등급,1400M,20211023,19980615,0,1,1,8,2,0.25,431,417,364,3641,1212,0.3329,0,20.823890698775333
242,0,거센질풍,0.260997247,0.288180611,0.304899931,56.0,유승완,499,4.7,1.8,국6등급,1400M,20210724,20070601,0,1,1,7,2,0.2857,386,341,408,4484,1135,0.2531,0,20.823890698775333
243,1,거센질풍,0.260997247,0.288180611,0.304899931,56.0,유승완,505,5.2,1.8,국6등급,1400M,20210626,20070601,0,1,0,6,1,0.1667,384,338,405,4457,1127,0.2529,1,20.823890698775333
244,0,거센질풍,0.260997247,0.288180611,0.304899931,56.0,안토니오,498,16.9,3.1,국6등급,1300M,20210529,20170506,0,1,0,5,1,0.2,233,208,163,1677,604,0.3602,1,20.823890698775333
245,0,거센질풍,0.260997247,0.288180611,0.304899931,57.0,안토니오,495,16.3,2.3,국6등급,1200M,20210425,20170506,0,1,0,4,1,0.25,227,203,160,1643,590,0.3591,1,20.823890698775333
246,0,거센질풍,0.260997247,0.288180611,0.304899931,56.5,안토니오,494,12.5,2.1,국6등급,1300M,20210321,20170506,0,1,0,3,1,0.3333,222,198,153,1607,573,0.3566,1,20.823890698775333
