idx,연승,마명,산지,성별,연령,중량,기수명,마체중,단승배당,연승배당,grade,length,date,데뷔일자,경주마1등,경주마2등,경주마3등,경주마총전적,경주마3등이내횟수,경주마3등이내확률,기수1등,기수2등,기수3등,기수총전적,기수3등이내횟수,기수3등이내확률,마체중증감,money_log
15079,0,조이브라더,0.260997247,0.249026395,0.304899931,54.5,김동수,455,30.9,4.3,국5등급,1400M,20201115,20140605,1,0,0,5,1,0.2,240,255,282,2597,777,0.2992,0,21.405523566562927
15080,0,조이오브킹,0.260997247,0.249026395,0.203189604,54.5,박을운,501,10.4,2.3,국5등급,1400M,20211113,19980615,1,1,2,14,4,0.2857,433,417,366,3660,1216,0.3322,0,20.651998782178143
15081,0,조이오브킹,0.260997247,0.249026395,0.203189604,55.0,박을운,502,7.4,2.7,국5등급,1400M,20211017,19980615,1,1,2,13,4,0.3077,431,417,363,3638,1211,0.3329,1,20.651998782178143
15082,0,조이오브킹,0.260997247,0.249026395,0.203189604,54.5,박을운,496,9999.9,9999.9,국5등급,1700M,20210905,19980615,1,1,2,12,4,0.3333,428,413,359,3602,1200,0.3331,0,20.651998782178143
15083,0,조이오브킹,0.260997247,0.249026395,0.203189604,55.5,지하주,497,32.0,6.1,국5등급,1400M,20210808,19950701,1,1,2,11,4,0.3636,263,277,304,3455,844,0.2443,0,20.651998782178143
15084,0,조이오브킹,0.260997247,0.249026395,0.203189604,55.5,김동수,501,10.5,2.2,국5등급,1400M,20210703,20140605,1,1,2,10,4,0.4,252,269,292,2776,813,0.2929,0,20.651998782178143
15085,0,조이오브킹,0.260997247,0.249026395,0.203189604,55.0,김동수,508,42.1,8.7,국5등급,1300M,20210530,20140605,1,1,2,9,4,0.4444,251,267,290,2747,808,0.2941,1,20.651998782178143
15086,1,조이오브킹,0.260997247,0.249026395,0.203189604,54.5,김동수,501,21.9,3.5,국5등급,1200M,20210404,20140605,1,1,1,8,3,0.375,249,265,286,2701,800,0.2962,1,20.651998782178143
15087,0,조이오브킹,0.260997247,0.249026395,0.203189604,55.0,빅투아르,497,9999.9,5.1,국5등급,1200M,20210122,20170705,1,1,1,7,3,0.4286,145,149,154,1354,448,0.3309,0,20.651998782178143
15088,1,조이오브킹,0.260997247,0.249026395,0.269046439,56.0,김동수,500,22.8,4.8,국5등급,1200M,20201206,20140605,1,0,1,6,2,0.3333,244,258,284,2620,786,0.3,0,20.651998782178143
15089,0,조이오브킹,0.260997247,0.249026395,0.269046439,56.0,박을운,502,4.0,1.5,국5등급,1200M,20201101,19980615,1,0,1,5,2,0.4,408,390,339,3369,1137,0.3375,0,20.651998782178143
15090,0,조이풀케이,0.260997247,0.23702337,0.203189604,54.0,다비드,466,43.7,8.2,국4등급,1700M,20220430,20171201,3,3,2,14,8,0.5714,124,145,140,1614,409,0.2534,0,20.63012193476749
15091,0,조이풀케이,0.260997247,0.23702337,0.203189604,53.0,최범현,466,3.0,1.7,혼4등급,1700M,20220220,20010706,3,3,2,13,8,0.6154,855,807,722,6846,2384,0.3482,1,20.63012193476749
15092,0,조이풀케이,0.260997247,0.23702337,0.203189604,54.0,이현종,465,9.3,2.1,국4등급,1700M,20220122,20150618,3,3,2,12,8,0.6667,184,154,173,1494,511,0.342,0,20.63012193476749
15093,1,조이풀케이,0.260997247,0.23702337,0.269046439,52.0,이현종,465,5.7,2.2,국4등급,1700M,20211219,20150618,2,3,2,11,7,0.6364,178,149,166,1451,493,0.3398,0,20.63012193476749
15094,1,조이풀케이,0.260997247,0.23702337,0.269046439,54.5,안토니오,465,3.0,1.7,국5등급,1400M,20211127,20170506,2,2,2,10,6,0.6,255,235,186,1844,676,0.3666,1,20.63012193476749
15095,1,조이풀케이,0.260997247,0.23702337,0.269046439,54.0,안토니오,462,7.9,2.3,국5등급,1400M,20211030,20170506,2,2,1,9,5,0.5556,250,231,183,1812,664,0.3664,-1,20.63012193476749
15096,0,조이풀케이,0.260997247,0.23702337,0.269046439,55.5,안토니오,473,5.6,2.7,국5등급,1400M,20210904,20170506,2,2,1,8,5,0.625,241,220,178,1765,639,0.362,1,20.63012193476749
15097,0,조이풀케이,0.260997247,0.23702337,0.269046439,53.5,조상범,469,8.1,2.5,국5등급,1300M,20210710,20140605,2,2,1,7,5,0.7143,61,105,112,1327,278,0.2095,1,20.63012193476749
15098,0,조이풀케이,0.260997247,0.23702337,0.269046439,54.5,최범현,466,10.1,2.0,국5등급,1200M,20210523,20010706,2,2,1,6,5,0.8333,828,772,701,6647,2301,0.3462,1,20.63012193476749
15099,1,조이풀케이,0.260997247,0.23702337,0.269046439,55.0,최범현,454,2.6,1.4,국6등급,1300M,20210404,20010706,1,2,1,5,4,0.8,820,767,697,6599,2284,0.3461,0,20.63012193476749
15100,0,조이풀케이,0.260997247,0.23702337,0.269046439,55.0,최범현,457,2.0,1.5,국6등급,1300M,20210228,20010706,1,2,1,4,4,1.0,817,765,695,6564,2277,0.3469,1,20.63012193476749
15101,1,조이풀케이,0.260997247,0.23702337,0.304899931,54.0,최범현,456,1.6,1.0,국6등급,1200M,20201220,20010706,1,1,1,3,3,1.0,814,758,691,6526,2263,0.3468,0,20.63012193476749
15102,1,조이풀케이,0.260997247,0.23702337,0.304899931,54.0,최범현,456,2.1,1.0,국6등급,1200M,20201129,20010706,0,1,1,2,2,1.0,812,755,690,6509,2257,0.3468,0,20.63012193476749
15103,1,조이풀케이,0.260997247,0.23702337,0.304899931,54.0,안토니오,460,13.6,4.0,국6등급,1200M,20201016,20170506,0,1,0,1,1,1.0,201,184,141,1486,526,0.354,1,20.63012193476749
15104,0,조이풀피스,0.260997247,0.249026395,0.304899931,56.0,김귀배,456,20.9,3.2,국6등급,1300M,20211204,19790411,0,0,0,4,0,0.0,322,324,382,4488,1028,0.2291,0,21.54739884436326
15105,0,조이풀피스,0.260997247,0.249026395,0.304899931,56.0,김귀배,459,16.0,2.4,국6등급,1200M,20211030,19790411,0,0,0,3,0,0.0,322,324,380,4476,1026,0.2292,1,21.54739884436326
15106,0,조이풀피스,0.260997247,0.249026395,0.304899931,56.0,김귀배,449,15.8,3.4,국6등급,1300M,20210912,19790411,0,0,0,2,0,0.0,322,323,379,4465,1024,0.2293,1,21.54739884436326
15107,0,조이풀피스,0.260997247,0.249026395,0.304899931,56.0,김귀배,443,16.8,2.8,국6등급,1200M,20210815,19790411,0,0,0,1,0,0.0,322,323,378,4461,1023,0.2293,0,21.54739884436326
15108,0,조이풀피스,0.260997247,0.249026395,0.304899931,56.0,송재철,447,73.5,25.4,국6등급,1200M,20210717,20130601,0,0,0,0,0,0.0,210,249,251,2770,710,0.2563,1,21.54739884436326
15109,0,조지퀸,0.260997247,0.23702337,0.269046439,56.0,박현우,486,3.2,1.3,국5등급,1400M,20210115,20120607,3,1,0,5,4,0.8,105,99,102,1592,306,0.1922,0,20.4870144115822
15110,1,조지퀸,0.260997247,0.23702337,0.304899931,55.0,박현우,492,1.9,1.6,국5등급,1200M,20201128,20120607,2,1,0,4,3,0.75,103,96,100,1562,299,0.1914,0,20.4870144115822
15111,1,조지퀸,0.260997247,0.23702337,0.304899931,55.0,박현우,499,20.8,9.9,국5등급,1200M,20201016,20120607,1,1,0,3,2,0.6667,100,92,96,1513,288,0.1904,1,20.4870144115822
15112,1,좋은걸,0.260997247,0.23702337,0.269046439,55.0,김용근,472,14.8,3.0,국OPEN,1200M,20220903,20050504,6,0,0,8,6,0.75,839,698,599,5382,2136,0.3969,1,18.54340760982726
15113,0,좋은걸,0.260997247,0.23702337,0.269046439,54.5,김용근,469,2.4,1.5,혼3등급,1200M,20220515,20050504,6,0,0,7,6,0.8571,826,680,587,5274,2093,0.3969,1,18.54340760982726
15114,1,좋은걸,0.260997247,0.23702337,0.304899931,51.0,김용근,446,1.8,1.1,혼3등급,1400M,20210807,20050504,5,0,0,6,5,0.8333,776,649,556,4943,1981,0.4008,1,18.54340760982726
15115,1,좋은걸,0.260997247,0.23702337,0.304899931,55.0,이준철,439,2.0,1.6,국4등급,1200M,20210620,19990901,4,0,0,5,4,0.8,262,283,308,3066,853,0.2782,0,18.54340760982726
15116,1,좋은걸,0.260997247,0.23702337,0.304899931,52.0,이준철,447,3.3,1.7,국4등급,1400M,20210321,19990901,3,0,0,4,3,0.75,255,280,306,3038,841,0.2768,1,18.54340760982726
15117,1,좋은걸,0.260997247,0.23702337,0.304899931,52.5,이준철,438,16.9,1.8,국5등급,1200M,20210129,19990901,2,0,0,3,2,0.6667,254,278,304,3025,836,0.2764,0,18.54340760982726
15118,1,좋은걸,0.260997247,0.23702337,0.275362319,53.0,이준철,442,9999.9,9999.9,국5등급,1200M,20201212,19990901,1,0,0,2,1,0.5,252,276,304,3012,832,0.2762,0,18.54340760982726
15119,0,좋은걸,0.260997247,0.23702337,0.275362319,53.0,이준철,449,2.7,1.9,국5등급,1200M,20201101,19990901,1,0,0,1,1,1.0,247,275,303,2988,825,0.2761,1,18.54340760982726
15120,0,좋은관계,0.260997247,0.249026395,0.269046439,55.0,박태종,507,26.7,3.9,국4등급,1700M,20220924,19870401,2,2,4,19,8,0.4211,2192,2028,1720,15146,5940,0.3922,1,20.497826705302685
15121,0,좋은관계,0.260997247,0.249026395,0.269046439,53.0,박태종,500,17.9,3.5,국4등급,1700M,20220821,19870401,2,2,4,18,8,0.4444,2188,2023,1713,15110,5924,0.3921,1,20.497826705302685
15122,0,좋은관계,0.260997247,0.249026395,0.269046439,55.0,박태종,496,16.2,3.2,국4등급,1700M,20220717,19870401,2,2,4,17,8,0.4706,2186,2019,1710,15069,5915,0.3925,1,20.497826705302685
15123,0,좋은관계,0.260997247,0.249026395,0.269046439,54.0,박태종,489,8.7,2.3,국4등급,1700M,20220612,19870401,2,2,4,16,8,0.5,2181,2017,1707,15039,5905,0.3926,0,20.497826705302685
15124,1,좋은관계,0.260997247,0.249026395,0.269046439,54.5,박태종,493,2.9,1.3,국5등급,1700M,20220417,19870401,1,2,4,15,7,0.4667,2177,2007,1702,14976,5886,0.393,0,20.497826705302685
15125,0,좋은관계,0.260997247,0.288180611,0.269046439,54.0,유승완,502,7.1,2.6,국5등급,1700M,20220226,20070601,1,2,4,14,7,0.5,409,364,432,4718,1205,0.2554,1,20.497826705302685
15126,0,좋은관계,0.260997247,0.288180611,0.269046439,55.0,김용근,497,6.3,2.1,국5등급,1400M,20220129,20050504,1,2,4,13,7,0.5385,803,666,580,5142,2049,0.3985,0,20.497826705302685
15127,1,좋은관계,0.260997247,0.288180611,0.304899931,54.0,유승완,501,3.6,1.7,국5등급,1700M,20211226,20070601,1,2,3,12,6,0.5,406,358,425,4672,1189,0.2545,0,20.497826705302685
15128,1,좋은관계,0.260997247,0.288180611,0.304899931,54.5,유승완,507,2.2,1.2,국5등급,1700M,20211204,20070601,1,2,2,11,5,0.4545,400,354,421,4636,1175,0.2535,1,20.497826705302685
15129,0,좋은관계,0.260997247,0.288180611,0.304899931,53.5,김용근,505,10.5,3.8,국5등급,1400M,20211030,20050504,1,2,2,10,5,0.5,793,660,567,5040,2020,0.4008,1,20.497826705302685
15130,0,좋은관계,0.260997247,0.288180611,0.304899931,53.0,함완식,502,8.8,1.9,국5등급,1700M,20210829,19980615,1,2,2,9,5,0.5556,763,778,703,6020,2244,0.3728,0,20.497826705302685
15131,0,좋은관계,0.260997247,0.288180611,0.304899931,54.0,유승완,506,10.5,2.2,국5등급,1400M,20210718,20070601,1,2,2,8,5,0.625,385,340,408,4477,1133,0.2531,1,20.497826705302685
15132,1,좋은관계,0.260997247,0.288180611,0.304899931,54.0,김용근,503,27.3,5.4,국5등급,1400M,20210605,20050504,1,2,1,7,4,0.5714,771,638,549,4886,1958,0.4007,1,20.497826705302685
15133,1,좋은관계,0.260997247,0.288180611,0.304899931,57.0,김정준,498,7.8,2.2,국6등급,1300M,20210425,20100609,1,1,1,6,3,0.5,152,195,197,2562,544,0.2123,1,20.497826705302685
15134,1,좋은관계,0.260997247,0.288180611,0.304899931,56.5,김정준,496,6.1,2.7,국6등급,1300M,20210321,20100609,1,1,0,5,2,0.4,148,192,193,2525,533,0.2111,1,20.497826705302685
15135,0,좋은관계,0.260997247,0.288180611,0.304899931,56.5,이현종,492,1.1,1.0,국6등급,1300M,20210115,20150618,1,1,0,4,2,0.5,167,136,147,1306,450,0.3446,1,20.497826705302685
15136,0,좋은관계,0.260997247,0.288180611,0.275362319,55.0,다비드,485,4.6,1.8,국6등급,1200M,20201128,20171201,1,1,0,3,2,0.6667,88,104,94,1141,286,0.2507,1,20.497826705302685
15137,0,좋은사이,0.260997247,0.288180611,0.304899931,57.0,조한별,452,19.6,2.7,국6등급,1300M,20210417,20130601,0,0,1,6,1,0.1667,49,96,100,1436,245,0.1706,0,21.544111619935297
15138,0,좋은사이,0.260997247,0.288180611,0.304899931,56.5,조한별,454,41.7,18.4,국6등급,1300M,20210314,20130601,0,0,1,5,1,0.2,49,95,99,1412,243,0.1721,0,21.544111619935297
15139,0,좋은사이,0.260997247,0.288180611,0.304899931,56.5,하정훈,455,9999.9,1.0,국6등급,1400M,20210115,20150618,0,0,1,4,1,0.25,58,84,93,1273,235,0.1846,0,21.544111619935297
15140,0,좋은사이,0.260997247,0.288180611,0.275362319,55.0,하정훈,456,20.8,4.1,국6등급,1300M,20201115,20150618,0,0,1,3,1,0.3333,58,84,92,1231,234,0.1901,1,21.544111619935297
15141,0,주말의시작,0.260997247,0.23702337,0.269046439,51.0,김아현,454,20.7,5.0,국5등급,1200M,20220813,20200717,2,0,0,8,2,0.25,23,45,37,585,105,0.1795,0,19.120915359206073
15142,0,주말의시작,0.260997247,0.23702337,0.304899931,54.0,서승운,461,24.6,8.8,국5등급,1400M,20211024,20110824,2,0,0,7,2,0.2857,606,534,480,3898,1620,0.4156,1,19.120915359206073
15143,0,주말의시작,0.260997247,0.23702337,0.304899931,51.0,임다빈,446,9999.9,9999.9,국5등급,1300M,20210821,20200717,2,0,0,6,2,0.3333,31,29,31,360,91,0.2528,0,19.120915359206073
15144,1,주말의시작,0.260997247,0.23702337,0.304899931,52.0,임다빈,451,7.0,2.0,국6등급,1200M,20210717,20200717,1,0,0,5,1,0.2,27,24,29,316,80,0.2532,0,19.120915359206073
15145,1,주말의시작,0.260997247,0.23702337,0.304899931,52.0,임다빈,456,10.2,1.7,국6등급,1000M,20210612,20200717,0,0,0,4,0,0.0,24,20,24,274,68,0.2482,0,19.120915359206073
15146,0,주말의시작,0.260997247,0.23702337,0.304899931,52.0,임다빈,464,9.1,3.1,국6등급,1200M,20210508,20200717,0,0,0,3,0,0.0,23,17,21,248,61,0.246,1,19.120915359206073
15147,0,주말의시작,0.260997247,0.23702337,0.304899931,55.0,우에다,462,45.3,3.6,국6등급,1200M,20210410,20200401,0,0,0,2,0,0.0,4,6,8,149,18,0.1208,0,19.120915359206073
15148,0,주말의시작,0.260997247,0.23702337,0.304899931,54.5,우에다,463,132.2,9.2,국6등급,1200M,20210228,20200401,0,0,0,1,0,0.0,3,3,4,106,10,0.0943,0,19.120915359206073
15149,0,주말의시작,0.260997247,0.23702337,0.304899931,51.5,임다빈,471,92.8,3.2,국6등급,1000M,20210108,20200717,0,0,0,0,0,0.0,12,7,13,147,32,0.2177,1,19.120915359206073
15150,0,주먹도끼,0.260997247,0.249026395,0.14217633,52.0,이용호,512,9999.9,9999.9,국3등급,1800M,20210115,20150617,3,1,3,26,7,0.2692,44,52,50,606,146,0.2409,1,20.19070952361618
15151,0,주먹도끼,0.260997247,0.249026395,0.203189604,52.0,방춘식,505,119.1,12.5,국3등급,1400M,20201114,19900601,3,1,3,25,7,0.28,369,374,413,4781,1156,0.2418,1,20.19070952361618
15152,0,주몽천하,0.260997247,0.288180611,0.275362319,55.0,송재철,495,6.5,1.6,국6등급,1000M,20220828,20130601,0,1,0,1,1,1.0,268,305,311,3334,884,0.2651,0,20.378345832199056
15153,0,주얼리베스트,0.260997247,0.23702337,0.304899931,54.0,김태훈,475,90.5,13.3,국6등급,1400M,20220903,20130601,0,0,0,10,0,0.0,64,79,87,1126,230,0.2043,0,19.74862222137243
15154,0,주얼리베스트,0.260997247,0.23702337,0.304899931,54.0,김태훈,476,39.7,10.0,국6등급,1200M,20220813,20130601,0,0,0,9,0,0.0,64,79,87,1122,230,0.205,1,19.74862222137243
15155,0,주얼리베스트,0.260997247,0.23702337,0.304899931,54.0,방춘식,472,46.8,12.0,국6등급,1300M,20220731,19900601,0,0,0,8,0,0.0,373,376,421,4955,1170,0.2361,1,19.74862222137243
15156,0,주얼리베스트,0.260997247,0.23702337,0.304899931,54.0,방춘식,452,72.3,6.5,국6등급,1200M,20220507,19900601,0,0,0,7,0,0.0,372,376,419,4946,1167,0.2359,0,19.74862222137243
15157,0,주얼리베스트,0.260997247,0.23702337,0.304899931,54.0,방춘식,459,95.5,13.6,국6등급,1200M,20220424,19900601,0,0,0,6,0,0.0,372,376,419,4944,1167,0.236,1,19.74862222137243
15158,0,주얼리베스트,0.260997247,0.23702337,0.304899931,54.0,방춘식,458,48.0,9.7,국6등급,1300M,20220327,19900601,0,0,0,5,0,0.0,372,376,419,4941,1167,0.2362,0,19.74862222137243
15159,0,주얼리베스트,0.260997247,0.23702337,0.304899931,54.0,방춘식,463,102.9,18.4,국6등급,1300M,20220220,19900601,0,0,0,4,0,0.0,372,376,419,4928,1167,0.2368,1,19.74862222137243
15160,0,주얼리베스트,0.260997247,0.23702337,0.304899931,54.0,박을운,461,75.6,20.2,국6등급,1000M,20220116,19980615,0,0,0,3,0,0.0,437,422,370,3709,1229,0.3314,1,19.74862222137243
15161,0,주얼리베스트,0.260997247,0.23702337,0.275362319,53.0,박을운,458,36.1,8.4,국6등급,1000M,20211204,19980615,0,0,0,2,0,0.0,434,421,369,3680,1224,0.3326,0,19.74862222137243
15162,0,중추부사,0.260997247,0.23702337,0.269046439,54.5,임기원,449,8.7,2.7,국5등급,1400M,20220501,20130619,2,1,0,9,3,0.3333,375,288,302,2700,965,0.3574,0,17.721912504801807
15163,0,중추부사,0.260997247,0.23702337,0.269046439,54.0,다비드,451,8.0,2.7,국5등급,1300M,20220326,20171201,2,1,0,8,3,0.375,120,143,136,1582,399,0.2522,0,17.721912504801807
15164,1,중추부사,0.260997247,0.23702337,0.269046439,55.0,다비드,457,23.8,3.0,국5등급,1400M,20220226,20171201,2,0,0,7,2,0.2857,119,139,132,1550,390,0.2516,0,17.721912504801807
15165,0,중추부사,0.260997247,0.23702337,0.269046439,55.5,장추열,463,8.2,2.3,국5등급,1400M,20220123,20100609,2,0,0,6,2,0.3333,327,338,363,3324,1028,0.3093,1,17.721912504801807
15166,0,중추부사,0.260997247,0.23702337,0.304899931,54.0,장추열,462,18.9,4.6,국5등급,1400M,20211211,20100609,2,0,0,5,2,0.4,322,332,357,3271,1011,0.3091,-1,17.721912504801807
15167,0,중추부사,0.260997247,0.23702337,0.304899931,54.5,장추열,476,80.3,12.4,국5등급,1200M,20211030,20100609,2,0,0,4,2,0.5,316,328,350,3210,994,0.3097,1,17.721912504801807
15168,0,중추부사,0.260997247,0.23702337,0.304899931,53.5,임기원,467,4.8,1.9,국5등급,1200M,20210829,20130619,2,0,0,3,2,0.6667,361,271,291,2608,923,0.3539,-1,17.721912504801807
15169,0,중추부사,0.260997247,0.23702337,0.304899931,54.5,임기원,481,3.2,1.3,국5등급,1300M,20210724,20130619,2,0,0,2,2,1.0,357,270,287,2583,914,0.3539,1,17.721912504801807
15170,1,중추부사,0.260997247,0.23702337,0.304899931,54.0,임기원,475,1.4,1.0,국6등급,1200M,20210619,20130619,1,0,0,1,1,1.0,350,267,285,2548,902,0.354,1,17.721912504801807
15171,1,중추부사,0.260997247,0.23702337,0.304899931,54.0,임기원,473,5.6,1.7,국6등급,1000M,20210508,20130619,0,0,0,0,0,0.0,342,263,283,2516,888,0.3529,0,17.721912504801807
15172,0,지금여기에,0.260997247,0.288180611,0.269046439,56.0,박병윤,431,17.8,2.8,국5등급,1700M,20220814,20080618,1,1,1,21,3,0.1429,163,198,202,2674,563,0.2105,0,20.989009458794392
15173,0,지금여기에,0.260997247,0.288180611,0.269046439,56.0,박병윤,433,5.4,1.9,국5등급,1700M,20220702,20080618,1,1,1,20,3,0.15,161,198,201,2660,560,0.2105,0,20.989009458794392
15174,1,지금여기에,0.260997247,0.288180611,0.269046439,55.0,박병윤,435,41.5,7.3,국5등급,1700M,20220605,20080618,1,1,0,19,2,0.1053,160,197,200,2651,557,0.2101,1,20.989009458794392
15175,0,지금여기에,0.260997247,0.288180611,0.269046439,55.0,김정준,428,61.4,11.6,국5등급,1700M,20220507,20100609,1,1,0,18,2,0.1111,181,227,229,2936,637,0.217,1,20.989009458794392
15176,0,지금여기에,0.260997247,0.288180611,0.269046439,56.0,박병윤,424,72.4,11.0,국5등급,1700M,20220402,20080618,1,1,0,17,2,0.1176,160,194,199,2619,553,0.2111,1,20.989009458794392
15177,0,지금여기에,0.260997247,0.288180611,0.269046439,56.0,김정준,423,40.3,5.2,국5등급,1700M,20220305,20100609,1,1,0,16,2,0.125,178,221,225,2861,624,0.2181,0,20.989009458794392
15178,0,지금여기에,0.260997247,0.288180611,0.269046439,56.0,김정준,430,43.6,7.5,국5등급,1700M,20220130,20100609,1,1,0,15,2,0.1333,174,216,223,2815,613,0.2178,0,20.989009458794392
15179,0,지금여기에,0.260997247,0.288180611,0.304899931,54.5,김정준,437,32.8,5.8,국5등급,1700M,20211226,20100609,1,1,0,14,2,0.1429,169,216,219,2780,604,0.2173,1,20.989009458794392
15180,1,지금여기에,0.260997247,0.288180611,0.304899931,56.0,김정준,433,1.7,1.1,국6등급,1700M,20211114,20100609,0,1,0,13,1,0.0769,163,214,214,2744,591,0.2154,1,20.989009458794392
15181,1,지금여기에,0.260997247,0.288180611,0.304899931,56.0,유승완,426,17.4,3.6,국6등급,1700M,20211010,20070601,0,0,0,12,0,0.0,397,349,415,4571,1161,0.254,0,20.989009458794392
15182,0,지금여기에,0.260997247,0.288180611,0.304899931,56.0,정평수,427,98.6,22.1,국6등급,1300M,20210807,19650416,0,0,0,11,0,0.0,284,376,417,4854,1077,0.2219,0,20.989009458794392
15183,0,지금여기에,0.260997247,0.288180611,0.304899931,56.0,정평수,435,208.8,31.6,국6등급,1400M,20210626,19650416,0,0,0,10,0,0.0,284,376,417,4850,1077,0.2221,0,20.989009458794392
15184,0,지금여기에,0.260997247,0.288180611,0.304899931,56.0,정평수,437,99.1,3.9,국6등급,1200M,20210613,19650416,0,0,0,9,0,0.0,284,376,417,4847,1077,0.2222,1,20.989009458794392
15185,0,지금여기에,0.260997247,0.288180611,0.304899931,56.0,최원준,431,154.0,15.8,국6등급,1300M,20210522,20070601,0,0,0,8,0,0.0,88,121,147,2054,356,0.1733,1,20.989009458794392
15186,0,지금여기에,0.260997247,0.288180611,0.304899931,56.0,정평수,427,2284.8,22.6,국6등급,1200M,20210501,19650416,0,0,0,7,0,0.0,284,376,416,4842,1076,0.2222,1,20.989009458794392
15187,0,지금여기에,0.260997247,0.288180611,0.304899931,57.0,정평수,419,164.2,15.4,국6등급,1200M,20210411,19650416,0,0,0,6,0,0.0,284,376,416,4840,1076,0.2223,0,20.989009458794392
15188,0,지금여기에,0.260997247,0.288180611,0.304899931,56.5,정평수,420,266.0,28.1,국6등급,1400M,20210321,19650416,0,0,0,5,0,0.0,284,376,416,4838,1076,0.2224,0,20.989009458794392
15189,0,지금여기에,0.260997247,0.288180611,0.275362319,55.0,하정훈,426,9999.9,9999.9,국6등급,1200M,20201220,20150618,0,0,0,4,0,0.0,58,84,93,1264,235,0.1859,1,20.989009458794392
15190,0,지금여기에,0.260997247,0.288180611,0.275362319,55.0,정평수,421,134.2,13.7,국6등급,1300M,20201107,19650416,0,0,0,3,0,0.0,284,376,415,4828,1075,0.2227,0,20.989009458794392
15191,1,지모션,0.260997247,0.288180611,0.275362319,53.0,김태희,439,4.4,1.9,국6등급,1000M,20220917,20210714,0,1,0,1,1,1.0,26,24,30,279,80,0.2867,0,20.333357812436677
15192,1,지산군,0.260997247,0.288180611,0.269046439,57.0,다비드,421,3.4,1.7,국5등급,1200M,20220904,20171201,2,2,2,15,6,0.4,135,154,150,1712,439,0.2564,1,20.791559479096165
15193,1,지산군,0.260997247,0.288180611,0.269046439,56.0,다비드,420,7.2,2.0,국5등급,1200M,20220724,20171201,2,1,2,14,5,0.3571,130,151,147,1674,428,0.2557,1,20.791559479096165
15194,0,지산군,0.260997247,0.288180611,0.269046439,56.0,안토니오,414,3.5,1.8,국5등급,1300M,20220612,20170506,2,1,2,13,5,0.3846,282,260,204,2023,746,0.3688,1,20.791559479096165
15195,0,지산군,0.260997247,0.288180611,0.269046439,56.0,안토니오,410,8.7,2.3,국5등급,1200M,20220522,20170506,2,1,2,12,5,0.4167,279,257,203,2002,739,0.3691,0,20.791559479096165
15196,1,지산군,0.260997247,0.288180611,0.269046439,56.0,안토니오,410,4.1,1.6,국5등급,1400M,20220508,20170506,2,1,1,11,4,0.3636,277,255,201,1987,733,0.3689,0,20.791559479096165
15197,0,지산군,0.260997247,0.288180611,0.269046439,56.0,김정준,416,42.4,6.4,국5등급,1400M,20220327,20100609,2,1,1,10,4,0.4,178,223,227,2894,628,0.217,0,20.791559479096165
15198,0,지산군,0.260997247,0.288180611,0.269046439,56.0,김정준,416,12.8,2.5,국5등급,1400M,20220212,20100609,2,1,1,9,4,0.4444,174,216,223,2818,613,0.2175,1,20.791559479096165
15199,1,지산군,0.260997247,0.288180611,0.304899931,55.5,김정준,412,34.2,10.8,국5등급,1400M,20211226,20100609,2,1,0,8,3,0.375,169,216,218,2779,603,0.217,0,20.791559479096165
15200,0,지산군,0.260997247,0.288180611,0.304899931,55.5,이철경,412,3.1,1.2,국5등급,1200M,20211113,20160618,2,1,0,7,3,0.4286,84,93,85,1059,262,0.2474,0,20.791559479096165
15201,1,지산군,0.260997247,0.288180611,0.304899931,56.0,이철경,419,2.8,1.2,국6등급,1200M,20211016,20160618,1,1,0,6,2,0.3333,81,91,85,1039,257,0.2474,0,20.791559479096165
15202,1,지산군,0.260997247,0.288180611,0.304899931,56.0,이철경,419,54.7,4.8,국6등급,1200M,20210912,20160618,1,0,0,5,1,0.2,78,89,83,1017,250,0.2458,1,20.791559479096165
15203,0,지산군,0.260997247,0.288180611,0.304899931,52.0,김아현,416,26.5,2.8,국6등급,1200M,20210725,20200717,1,0,0,4,1,0.25,8,20,16,277,44,0.1588,0,20.791559479096165
15204,0,지산군,0.260997247,0.288180611,0.304899931,56.0,김덕현,419,9.2,1.3,국6등급,1000M,20210606,20170602,1,0,0,3,1,0.3333,52,41,33,392,126,0.3214,0,20.791559479096165
15205,0,지산군,0.260997247,0.288180611,0.304899931,57.0,이현종,419,64.4,3.3,국6등급,1200M,20210425,20150618,1,0,0,2,1,0.5,171,140,154,1360,465,0.3419,1,20.791559479096165
15206,0,지산군,0.260997247,0.288180611,0.304899931,56.5,빅투아르,406,32.8,3.2,국6등급,1000M,20210228,20170705,1,0,0,1,1,1.0,145,151,156,1375,452,0.3287,1,20.791559479096165
15207,0,지산꽃,0.260997247,0.23702337,0.269046439,54.5,김효정,433,127.1,20.9,국6등급,1200M,20220212,20170602,0,0,0,3,0,0.0,54,66,84,1162,204,0.1756,1,20.26261813381153
15208,0,지산꽃,0.260997247,0.23702337,0.304899931,54.0,안토니오,428,16.3,3.1,국6등급,1300M,20211120,20170506,0,0,0,2,0,0.0,252,233,186,1831,671,0.3665,0,20.26261813381153
15209,0,지산꽃,0.260997247,0.23702337,0.304899931,54.0,안토니오,434,9999.9,1.0,국6등급,1200M,20210905,20170506,0,0,0,1,0,0.0,241,221,178,1768,640,0.362,1,20.26261813381153
