idx,연승,마명,산지,성별,연령,중량,기수명,마체중,단승,연승,grade,length,date,데뷔일자,경주마1등,경주마2등,경주마3등,경주마총전적,경주마3등이내횟수,경주마3등이내확률,기수1등,기수2등,기수3등,기수총전적,기수3등이내횟수,기수3등이내확률,마체중증감,money
7333,1,백산선더,한,암,3세,54,이현종,451,3.8,1.5,국5등급,1300M,20201114,2015-06-18,0,3,2,8,5,0.625,162,132,145,1267,439,0.3465,0,67189987.5
7334,1,백산선더,한,암,3세,54,이현종,455,12.8,4.3,국5등급,1200M,20201016,2015-06-18,0,3,1,7,4,0.5714,160,128,140,1235,428,0.3466,0,67189987.5
7335,0,백상,한,거,5세,53.5,김동수,466,20.6,9,국5등급,1400M,20210411,2014-06-05,1,1,0,13,2,0.1538,249,265,288,2707,802,0.2963,0,330581851
7336,0,백상,한,거,5세,56,김동수,473,11.3,9999.9,국5등급,1700M,20210205,2014-06-05,1,1,0,12,2,0.1667,245,263,284,2655,792,0.2983,0,330581851
7337,0,백상,한,거,4세,56,신형철,477,35.6,5.3,국5등급,1200M,20201101,1988-04-01,1,1,0,11,2,0.1818,742,786,735,7098,2263,0.3188,1,330581851
7338,0,백색광채,한,거,6세,57,이동하,510,7.5,3,2등급,2000M,20220820,2016-06-18,5,6,4,38,15,0.3947,122,147,157,1581,426,0.2694,1,467153508
7339,1,백색광채,한,거,6세,55,이동하,498,16.7,3.9,국OPEN,1800M,20220710,2016-06-18,5,5,4,37,14,0.3784,119,142,156,1543,417,0.2703,0,467153508
7340,0,백색광채,한,거,6세,56,이현종,500,103.9,7.8,2등급,1800M,20220611,2015-06-18,5,5,4,36,14,0.3889,188,161,188,1628,537,0.3299,1,467153508
7341,0,백색광채,한,거,6세,56,장추열,496,5.1,1.8,2등급,1800M,20220514,2010-06-09,5,5,4,35,14,0.4,344,357,374,3475,1075,0.3094,1,467153508
7342,1,백색광채,한,거,6세,56,최범현,495,2.2,1,혼3등급,1800M,20220416,2001-07-06,4,5,4,34,13,0.3824,861,813,729,6896,2403,0.3485,0,467153508
7343,0,백색광채,한,거,6세,54,다비드,499,31,5.3,국OPEN,2000M,20220320,2017-12-01,4,5,4,33,13,0.3939,120,143,136,1578,399,0.2529,1,467153508
7344,0,백색광채,한,거,6세,58,최범현,485,5.2,1.9,국3등급,1800M,20220220,2001-07-06,4,5,4,32,13,0.4063,855,807,722,6845,2384,0.3483,0,467153508
7345,1,백색광채,한,거,5세,58,최범현,493,17.8,5.5,혼3등급,1800M,20211219,2001-07-06,4,5,3,31,12,0.3871,848,800,717,6783,2365,0.3487,1,467153508
7346,1,백색광채,한,거,5세,56,다비드,491,2.7,1.4,국3등급,1800M,20211121,2017-12-01,3,5,3,30,11,0.3667,112,131,125,1480,368,0.2486,1,467153508
7347,1,백색광채,한,거,5세,58,다비드,490,3.3,1.4,국4등급,1700M,20211016,2017-12-01,2,5,3,29,10,0.3448,99,130,118,1426,347,0.2433,1,467153508
7348,1,백색광채,한,거,5세,54,다비드,489,15.3,3.7,혼4등급,1700M,20210919,2017-12-01,1,5,3,28,9,0.3214,95,129,117,1404,341,0.2429,1,467153508
7349,1,백색광채,한,거,5세,54,다비드,487,9999.9,9999.9,국4등급,1800M,20210822,2017-12-01,1,4,3,27,8,0.2963,95,124,112,1375,331,0.2407,0,467153508
7350,0,백색광채,한,거,5세,51,다비드,491,38.8,6,국4등급,1400M,20210808,2017-12-01,1,4,3,26,8,0.3077,94,124,110,1356,328,0.2419,1,467153508
7351,0,백색광채,한,거,5세,54,김효정,485,151.4,6.2,국4등급,1700M,20210711,2017-06-02,1,4,3,25,8,0.32,48,59,69,979,176,0.1798,1,467153508
7352,0,백색광채,한,거,5세,54,김효정,484,59.3,8.6,혼4등급,1700M,20210612,2017-06-02,1,4,3,24,8,0.3333,47,59,69,953,175,0.1836,0,467153508
7353,0,백색광채,한,거,5세,52,김효정,491,95.1,4.3,국4등급,1200M,20210516,2017-06-02,1,4,3,23,8,0.3478,47,57,69,933,173,0.1854,0,467153508
7354,0,백색광채,한,거,5세,54,장추열,494,191.3,10,국4등급,1800M,20210410,2010-06-09,1,4,3,22,8,0.3636,289,308,326,3007,923,0.307,0,467153508
7355,0,백색광채,한,거,5세,52,김효정,497,211.2,19.7,국4등급,1700M,20210228,2017-06-02,1,4,3,21,8,0.381,47,57,65,859,169,0.1967,0,467153508
7356,0,백색광채,한,거,4세,54,김효정,499,9999.9,9999.9,국4등급,1200M,20201212,2017-06-02,1,4,3,20,8,0.4,45,55,59,813,159,0.1956,1,467153508
7357,0,백색광채,한,거,4세,54,안효리,485,57.2,5,국4등급,1200M,20201101,2012-06-07,1,4,3,19,8,0.4211,78,81,100,1593,259,0.1626,0,467153508
7358,0,백스핀,한,암,6세,52,김정준,450,87.6,34.5,국4등급,1700M,20220821,2010-06-09,2,0,1,26,3,0.1154,186,235,241,3043,662,0.2175,1,376643364.5
7359,0,백스핀,한,암,6세,52,김정준,439,46.4,8.1,국4등급,1700M,20220703,2010-06-09,2,0,1,25,3,0.12,184,232,234,2994,650,0.2171,0,376643364.5
7360,0,백스핀,한,암,6세,54,김정준,448,19.1,3.2,국4등급,1700M,20220529,2010-06-09,2,0,1,24,3,0.125,181,228,233,2959,642,0.217,1,376643364.5
7361,0,백스핀,한,암,6세,54,김정준,445,28.3,5.5,국4등급,1800M,20220423,2010-06-09,2,0,1,23,3,0.1304,181,224,229,2922,634,0.217,0,376643364.5
7362,0,백스핀,한,암,6세,52,송재철,452,10.8,2.6,국4등급,1400M,20220327,2013-06-01,2,0,1,22,3,0.1364,247,286,282,3129,815,0.2605,1,376643364.5
7363,0,백스핀,한,암,6세,52,김정준,449,50.8,8.1,혼4등급,1700M,20220220,2010-06-09,2,0,1,21,3,0.1429,176,218,225,2838,619,0.2181,0,376643364.5
7364,0,백스핀,한,암,6세,52,김정준,454,141.1,11.5,국4등급,1400M,20220123,2010-06-09,2,0,1,20,3,0.15,173,216,222,2805,611,0.2178,1,376643364.5
7365,0,백스핀,한,암,5세,52,이현종,453,27.2,4.6,국4등급,1700M,20211205,2015-06-18,2,0,1,19,3,0.1579,177,148,163,1429,488,0.3415,0,376643364.5
7366,1,백스핀,한,암,5세,52,김정준,456,154.1,15.3,국4등급,1400M,20211017,2010-06-09,2,0,0,18,2,0.1111,162,209,212,2722,583,0.2142,1,376643364.5
7367,0,백스핀,한,암,5세,51,다비드,449,60.8,18.9,국4등급,1400M,20210814,2017-12-01,2,0,0,17,2,0.1176,94,124,111,1362,329,0.2416,0,376643364.5
7368,0,백스핀,한,암,5세,51,다비드,453,25.5,4.6,국4등급,1400M,20210704,2017-12-01,2,0,0,16,2,0.125,91,118,109,1322,318,0.2405,0,376643364.5
7369,0,백스핀,한,암,5세,51,다비드,455,43.8,7.3,국4등급,1400M,20210529,2017-12-01,2,0,0,15,2,0.1333,89,114,108,1291,311,0.2409,1,376643364.5
7370,0,백스핀,한,암,5세,52,다비드,453,101.6,4.5,국4등급,1400M,20210411,2017-12-01,2,0,0,14,2,0.1429,89,110,104,1250,303,0.2424,0,376643364.5
7371,0,백스핀,한,암,5세,52,다비드,459,99.5,4.4,국4등급,1700M,20210228,2017-12-01,2,0,0,13,2,0.1538,89,108,103,1211,300,0.2477,1,376643364.5
7372,0,백스핀,한,암,4세,53,다비드,452,9999.9,9999.9,국4등급,1400M,20201219,2017-12-01,2,0,0,12,2,0.1667,88,106,99,1166,293,0.2513,0,376643364.5
7373,0,백스핀,한,암,4세,53,박을운,457,64.3,4.9,국4등급,1200M,20201101,1998-06-15,2,0,0,11,2,0.1818,408,390,339,3368,1137,0.3376,1,376643364.5
7374,0,백승,한,수,3세,55,임다빈,548,204.4,33.1,국6등급,1200M,20211127,2020-07-17,0,0,0,0,0,0,34,33,38,447,105,0.2349,1,150468531
7375,0,백일홍,한,암,2세,53,최원준,489,135.2,19.3,국6등급,1000M,20211113,2007-06-01,0,0,0,0,0,0,88,121,149,2076,358,0.1724,1,971349490.5
7376,0,백제의꿈,한,암,3세,53,하정훈,467,11.8,3.9,국5등급,1200M,20201023,2015-06-18,1,0,0,6,1,0.1667,57,84,92,1203,233,0.1937,0,576704592
7377,0,백제의미소,한,암,3세,54.5,신형철,465,9999.9,7.2,국6등급,1200M,20210205,1988-04-01,0,0,0,2,0,0,751,794,738,7170,2283,0.3184,1,537243092
7378,0,백제의미소,한,암,2세,53,유승완,463,9999.9,9999.9,국6등급,1200M,20201219,2007-06-01,0,0,0,1,0,0,371,332,392,4312,1095,0.2539,1,537243092
7379,0,백제의미소,한,암,2세,53,이혁,459,30.4,3.9,국6등급,1200M,20201122,2011-08-24,0,0,0,0,0,0,324,294,300,3762,918,0.244,1,537243092
7380,0,백학,한,암,4세,52,이철경,476,67.7,19,국5등급,1300M,20210411,2016-06-18,0,2,0,13,2,0.1538,68,78,76,907,222,0.2448,0,257368522
7381,0,백학,한,암,4세,52,이철경,476,113.3,7.9,국5등급,1300M,20210228,2016-06-18,0,2,0,12,2,0.1667,65,77,76,886,218,0.246,-1,257368522
7382,0,백학,한,암,3세,52,안효리,489,145.3,33.4,국5등급,1200M,20201206,2012-06-07,0,2,0,11,2,0.1818,78,81,100,1603,259,0.1616,1,257368522
7383,0,백학,한,암,3세,52,우에다,473,11.8,3.9,국5등급,1200M,20201023,2020-04-01,0,2,0,10,2,0.2,1,0,0,13,1,0.0769,1,257368522
7384,1,버킷풀골드,한,수,5세,53,박병윤,493,56.5,21.3,국4등급,1200M,20210710,2008-06-18,1,5,1,19,7,0.3684,155,186,196,2496,537,0.2151,0,1817126249
7385,0,버킷풀골드,한,수,5세,53.5,박을운,493,49.3,4.3,국4등급,1200M,20210516,1998-06-15,1,5,1,18,7,0.3889,418,407,349,3518,1174,0.3337,0,1817126249
7386,0,버킷풀골드,한,수,5세,53.5,박을운,498,3,1.6,국4등급,1200M,20210403,1998-06-15,1,5,1,17,7,0.4118,414,403,348,3476,1165,0.3352,1,1817126249
7387,0,버킷풀골드,한,수,5세,54,박을운,492,16.6,3.4,국4등급,1200M,20210228,1998-06-15,1,5,1,16,7,0.4375,413,402,348,3457,1163,0.3364,1,1817126249
7388,1,버킷풀골드,한,수,4세,55,박현우,491,9999.9,9999.9,국4등급,1200M,20201212,2012-06-07,1,5,0,15,6,0.4,105,96,101,1571,302,0.1922,1,1817126249
7389,0,버킷풀골드,한,수,4세,54.5,최범현,489,46.4,9.3,국4등급,1200M,20201107,2001-07-06,1,5,0,14,6,0.4286,808,752,689,6482,2249,0.347,0,1817126249
7390,0,번개라이언,미,수,7세,56,김옥성,495,103.4,24.9,혼3등급,1800M,20201107,1987-04-01,2,3,0,41,5,0.122,537,635,731,8157,1903,0.2333,1,269925107.5
7391,0,벌말대장,한,수,4세,52.5,김태희,451,5.9,2.1,국3등급,1800M,20220918,2021-07-14,2,5,3,18,10,0.5556,27,26,32,288,85,0.2951,0,1046019124
7392,1,벌말대장,한,수,4세,57,먼로,456,3.1,1.5,국4등급,1800M,20220709,2019-02-01,1,5,3,17,9,0.5294,123,148,126,1141,397,0.3479,0,1046019124
7393,1,벌말대장,한,수,4세,52.5,먼로,456,2.7,1.2,국4등급,1700M,20220612,2019-02-01,0,5,3,16,8,0.5,121,147,126,1125,394,0.3502,0,1046019124
7394,0,벌말대장,한,수,4세,52,먼로,460,23.8,2.7,국4등급,1700M,20220515,2019-02-01,0,5,3,15,8,0.5333,119,145,122,1104,386,0.3496,0,1046019124
7395,0,벌말대장,한,수,4세,53,먼로,464,4.9,1.7,국4등급,1200M,20220417,2019-02-01,0,5,3,14,8,0.5714,118,140,118,1075,376,0.3498,1,1046019124
7396,0,벌말대장,한,수,4세,51.5,다비드,460,4.8,2.3,국4등급,1400M,20220306,2017-12-01,0,5,3,13,8,0.6154,120,140,134,1564,394,0.2519,0,1046019124
7397,1,벌말대장,한,수,4세,57,안토니오,465,4.2,1.7,국5등급,1300M,20220213,2017-05-06,0,4,3,12,7,0.5833,261,250,192,1908,703,0.3684,0,1046019124
7398,1,벌말대장,한,수,4세,52,김태희,465,4.1,1.5,국5등급,1400M,20220109,2021-07-14,0,3,3,11,6,0.5455,7,10,12,136,29,0.2132,1,1046019124
7399,0,벌말대장,한,수,3세,56.5,안토니오,447,2.4,1.3,국5등급,1400M,20211205,2017-05-06,0,3,3,10,6,0.6,255,237,187,1854,679,0.3662,0,1046019124
7400,1,벌말대장,한,수,3세,55.5,안토니오,455,2.3,1.2,국5등급,1400M,20211107,2017-05-06,0,3,2,9,5,0.5556,252,232,185,1826,669,0.3664,0,1046019124
7401,1,벌말대장,한,수,3세,53.5,안토니오,457,3.3,1.6,국5등급,1400M,20211002,2017-05-06,0,2,2,8,4,0.5,244,223,179,1782,646,0.3625,1,1046019124
7402,0,벌말대장,한,수,3세,54,안토니오,452,4.1,5.6,국5등급,1400M,20210815,2017-05-06,0,2,2,7,4,0.5714,240,216,176,1744,632,0.3624,0,1046019124
7403,0,벌말대장,한,수,3세,52.5,이현종,458,4.2,2.1,국5등급,1700M,20210626,2015-06-18,0,2,2,6,4,0.6667,175,146,161,1411,482,0.3416,0,1046019124
7404,1,벌말대장,한,수,3세,53.5,안토니오,459,12.6,4.2,국5등급,1400M,20210523,2017-05-06,0,2,1,5,3,0.6,232,207,161,1671,600,0.3591,1,1046019124
7405,1,벌말대장,한,수,3세,57,안토니오,457,2,1,국6등급,1400M,20210417,2017-05-06,0,1,1,4,2,0.5,225,199,159,1631,583,0.3574,0,1046019124
7406,1,벌말대장,한,수,3세,56.5,안토니오,458,1.9,1.4,국6등급,1300M,20210314,2017-05-06,0,0,1,3,1,0.3333,221,196,152,1597,569,0.3563,1,1046019124
7407,1,벌말대장,한,수,3세,56.5,안토니오,456,4.3,2,국6등급,1300M,20210122,2017-05-06,0,0,0,2,0,0,216,193,151,1567,560,0.3574,0,1046019124
7408,0,벌말대장,한,수,2세,55,이강서,464,97.3,5.5,국6등급,1200M,20201206,2010-06-09,0,0,0,1,0,0,55,59,94,1196,208,0.1739,1,1046019124
7409,0,범이내려온다,한,수,3세,57,다실바,487,17.4,5.9,국OPEN,2000M,20220612,2016-09-02,2,1,2,8,5,0.625,302,296,259,2224,857,0.3853,0,668892379
7410,0,벚꽃블레이드,한,암,3세,50,김태희,432,130.8,8.4,국6등급,1200M,20220108,2021-07-14,0,0,0,2,0,0,6,10,11,131,27,0.2061,0,447474967.5
7411,0,벚꽃블레이드,한,암,2세,50,김태희,433,178.6,14.8,국6등급,1200M,20211113,2021-07-14,0,0,0,1,0,0,5,6,8,90,19,0.2111,-1,447474967.5
7412,0,벚꽃블레이드,한,암,2세,53,김용근,450,165.4,24.4,국6등급,1000M,20210918,2005-05-04,0,0,0,0,0,0,789,653,561,5001,2003,0.4005,1,447474967.5
7413,0,베가킹,한,수,4세,56,이현종,422,149,17.8,국6등급,1300M,20210523,2015-06-18,0,0,0,5,0,0,173,144,156,1386,473,0.3413,0,231060008
7414,0,베가킹,한,수,4세,57,김효정,430,85.5,12.9,국6등급,1400M,20210418,2017-06-02,0,0,0,4,0,0,47,57,67,910,171,0.1879,0,231060008
7415,0,베가킹,한,수,4세,57,김효정,437,21.5,3.3,국6등급,1400M,20210314,2017-06-02,0,0,0,3,0,0,47,57,65,874,169,0.1934,1,231060008
7416,0,베가킹,한,수,4세,57,김효정,433,9999.9,5.9,국6등급,1400M,20210122,2017-06-02,0,0,0,2,0,0,47,55,61,832,163,0.1959,0,231060008
7417,0,베가킹,한,수,3세,56,김효정,436,9.7,5,국6등급,1200M,20201205,2017-06-02,0,0,0,1,0,0,45,54,59,802,158,0.197,0,231060008
7418,0,베가킹,한,수,3세,56,김효정,444,2.8,3.4,국6등급,1200M,20201101,2017-06-02,0,0,0,0,0,0,45,53,56,776,154,0.1985,1,231060008
7419,0,베를린스타,한,수,3세,56,박현우,442,110.2,17.5,국6등급,1200M,20220402,2012-06-07,0,0,0,1,0,0,117,113,123,1870,353,0.1888,1,259590892
7420,0,베를린스타,한,수,3세,56,장추열,436,96.5,13.9,국6등급,1200M,20220306,2010-06-09,0,0,0,0,0,0,331,344,365,3377,1040,0.308,0,259590892
7421,0,베링맨,미,거,4세,51,이상규,465,12.3,3.5,혼3등급,1800M,20220924,2022-07-01,0,3,2,19,5,0.2632,1,1,2,46,4,0.087,0,541990816
7422,0,베링맨,미,거,4세,54,박현우,467,41.1,3.8,혼3등급,1800M,20220828,2012-06-07,0,3,2,18,5,0.2778,119,118,129,1941,366,0.1886,1,541990816
7423,0,베링맨,미,거,4세,52,박현우,465,15.6,3.1,혼3등급,1800M,20220730,2012-06-07,0,3,2,17,5,0.2941,118,117,128,1931,363,0.188,0,541990816
7424,0,베링맨,미,거,4세,58,박현우,472,10.4,3.7,혼4등급,1400M,20220703,2012-06-07,0,3,2,16,5,0.3125,118,116,128,1921,362,0.1884,1,541990816
7425,0,베링맨,미,거,4세,56,박현우,459,11.8,1.9,혼4등급,1700M,20220319,2012-06-07,0,3,2,15,5,0.3333,117,113,122,1864,352,0.1888,0,541990816
7426,0,베링맨,미,거,4세,58,장추열,462,4.7,1.7,혼4등급,1800M,20220129,2010-06-09,0,3,2,14,5,0.3571,328,340,363,3333,1031,0.3093,0,541990816
7427,1,베링맨,미,거,3세,58,장추열,462,5.4,1.8,혼4등급,1800M,20211226,2010-06-09,0,3,1,13,4,0.3077,323,336,360,3300,1019,0.3088,0,541990816
7428,1,베링맨,미,거,3세,56,장추열,464,3.3,1.4,혼4등급,1700M,20211127,2010-06-09,0,2,1,12,3,0.25,322,331,356,3261,1009,0.3094,0,541990816
7429,1,베링맨,미,거,3세,56,박현우,471,5.6,1.8,혼4등급,1700M,20211031,2012-06-07,0,2,0,11,2,0.1818,113,111,115,1788,339,0.1896,1,541990816
7430,0,베링맨,미,거,3세,56,박현우,467,9999.9,9999.9,혼4등급,1700M,20210904,2012-06-07,0,2,0,10,2,0.2,111,108,109,1748,328,0.1876,1,541990816
7431,1,베링맨,미,거,3세,55,박현우,461,127.2,12.9,혼4등급,1800M,20210724,2012-06-07,0,1,0,9,1,0.1111,111,105,108,1725,324,0.1878,0,541990816
7432,0,베링맨,미,거,3세,55,먼로,466,10,2,혼4등급,1700M,20210704,2019-02-01,0,1,0,8,1,0.125,90,103,91,781,284,0.3636,0,541990816
7433,0,베링맨,미,거,3세,55,다비드,468,28.1,22,혼4등급,1700M,20210530,2017-12-01,0,1,0,7,1,0.1429,89,114,108,1294,311,0.2403,1,541990816
7434,0,베링맨,미,거,3세,53.5,먼로,466,20.5,3.9,혼4등급,1400M,20210424,2019-02-01,0,1,0,6,1,0.1667,82,97,89,730,268,0.3671,0,541990816
7435,0,베링맨,미,거,3세,54.5,먼로,469,3.8,1.7,혼4등급,1800M,20210321,2019-02-01,0,1,0,5,1,0.2,80,93,83,699,256,0.3662,1,541990816
7436,1,베링맨,미,거,3세,53.5,먼로,456,9999.9,6.9,혼4등급,1700M,20210129,2019-02-01,0,0,0,4,0,0,74,90,78,655,242,0.3695,0,541990816
7437,0,베링맨,미,거,2세,53,우에다,466,9999.9,9999.9,혼4등급,1200M,20201212,2020-04-01,0,0,0,3,0,0,2,3,3,78,8,0.1026,1,541990816
7438,0,베링맨,미,거,2세,53,우에다,458,105.3,11.6,혼4등급,1200M,20201101,2020-04-01,0,0,0,2,0,0,1,0,1,19,2,0.1053,0,541990816
7439,0,베스트군단,한,거,4세,54,안토니오,480,27.3,4.8,국5등급,1400M,20210411,2017-05-06,1,0,0,7,1,0.1429,225,199,159,1628,583,0.3581,0,354682727
7440,0,베스트군단,한,거,4세,53,문성혁,490,5.2,2.4,국5등급,1400M,20210221,2018-06-15,1,0,0,6,1,0.1667,40,42,47,524,129,0.2462,1,354682727
7441,0,베스트군단,한,거,3세,54.5,김덕현,479,29.6,5.1,국5등급,1200M,20201114,2017-06-02,1,0,0,5,1,0.2,49,38,30,342,117,0.3421,1,354682727
7442,0,베스트군주,미,거,4세,55,박병윤,518,434.7,231,혼4등급,1200M,20201101,2008-06-18,0,0,0,2,0,0,154,184,190,2408,528,0.2193,-1,350393665.5
7443,0,베스트라인,한,수,6세,53.5,송재철,509,85.5,12.5,국3등급,1200M,20220605,2013-06-01,3,3,5,23,11,0.4783,255,296,293,3225,844,0.2617,0,177804325
7444,0,베스트라인,한,수,6세,54,송재철,513,39.2,7.4,국3등급,1800M,20220424,2013-06-01,3,3,5,22,11,0.5,252,289,286,3166,827,0.2612,0,177804325
7445,0,베스트라인,한,수,6세,56,박을운,514,51.3,6.3,국3등급,1400M,20220226,1998-06-15,3,3,5,21,11,0.5238,437,425,372,3760,1234,0.3282,1,177804325
7446,0,베스트라인,한,수,6세,54.5,임다빈,507,28.7,4.1,국3등급,1400M,20220123,2020-07-17,3,3,5,20,11,0.55,39,38,43,528,120,0.2273,0,177804325
7447,1,베스트라인,한,수,5세,54,빅투아르,517,5.3,1.7,국3등급,1200M,20211205,2017-07-05,3,3,4,19,10,0.5263,166,176,178,1629,520,0.3192,1,177804325
7448,0,베스트라인,한,수,5세,54,김옥성,513,7.5,1.9,국3등급,1400M,20211106,1987-04-01,3,3,4,18,10,0.5556,539,640,746,8347,1925,0.2306,1,177804325
7449,1,베스트라인,한,수,5세,52,빅투아르,512,3.5,1.2,국3등급,1400M,20211009,2017-07-05,3,2,4,17,9,0.5294,161,170,173,1557,504,0.3237,1,177804325
7450,1,베스트라인,한,수,5세,52,김옥성,501,9999.9,9999.9,국3등급,1400M,20210815,1987-04-01,3,2,3,16,8,0.5,539,638,745,8309,1922,0.2313,1,177804325
7451,1,베스트라인,한,수,5세,52,김옥성,497,26.4,2.4,국3등급,1800M,20210619,1987-04-01,3,2,2,15,7,0.4667,538,637,742,8285,1917,0.2314,-1,177804325
7452,0,베스트라인,한,수,5세,52.5,김옥성,511,25.1,6.5,국3등급,1200M,20210530,1987-04-01,3,2,2,14,7,0.5,538,636,741,8273,1915,0.2315,1,177804325
7453,0,베스트라인,한,수,5세,52,김옥성,501,320.1,30.4,국3등급,1200M,20210501,1987-04-01,3,2,2,13,7,0.5385,538,636,740,8254,1914,0.2319,1,177804325
7454,0,베스트라인,한,수,4세,54,박병윤,474,239,47.3,국3등급,1400M,20201129,2008-06-18,3,2,2,12,7,0.5833,154,184,194,2422,532,0.2197,-1,177804325
7455,0,베스트럭키,한,수,5세,55,문정균,496,73,11.1,혼3등급,1800M,20220924,1998-06-15,5,1,2,27,8,0.2963,447,540,550,6547,1537,0.2348,1,29942235.5
7456,0,베스트럭키,한,수,5세,52.5,문정균,492,18.4,4.1,혼3등급,1600M,20220821,1998-06-15,5,1,2,26,8,0.3077,447,539,549,6535,1535,0.2349,0,29942235.5
7457,1,베스트럭키,한,수,5세,52,문정균,492,25.3,2.7,혼3등급,1600M,20220716,1998-06-15,5,1,1,25,7,0.28,447,538,548,6512,1533,0.2354,1,29942235.5
7458,0,베스트럭키,한,수,5세,54,이혁,491,52.3,6.4,국3등급,1800M,20220619,2011-08-24,5,1,1,24,7,0.2917,392,353,353,4308,1098,0.2549,1,29942235.5
7459,0,베스트럭키,한,수,5세,54,이혁,488,38.8,6.2,국3등급,1400M,20220521,2011-08-24,5,1,1,23,7,0.3043,390,350,348,4285,1088,0.2539,0,29942235.5
7460,0,베스트럭키,한,수,5세,56,이혁,489,48.4,7.2,국3등급,1400M,20220417,2011-08-24,5,1,1,22,7,0.3182,385,346,346,4252,1077,0.2533,0,29942235.5
7461,0,베스트럭키,한,수,5세,56,먼로,491,41.9,6.4,국3등급,1400M,20220319,2019-02-01,5,1,1,21,7,0.3333,118,138,115,1047,371,0.3543,0,29942235.5
7462,0,베스트럭키,한,수,5세,55,함완식,491,116.5,17.2,국3등급,1400M,20220123,1998-06-15,5,1,1,20,7,0.35,775,791,713,6115,2279,0.3727,0,29942235.5
7463,0,베스트럭키,한,수,4세,53,임다빈,495,105,15.9,혼3등급,1400M,20211127,2020-07-17,5,1,1,19,7,0.3684,34,34,39,451,107,0.2373,1,29942235.5
