idx,순위,마번,마명,산지,성별,연령,중량,기수명,마체중,단승,연승,grade,length,date,데뷔일자,father,mother,경주마1등,경주마2등,경주마3등,경주마총전적,경주마3등이내횟수,경주마3등이내확률,기수1등,기수2등,기수3등,기수총전적,기수3등이내횟수,기수3등이내확률
302,11,5,걸작우먼,한,암,4세,55,문정균,495,22,4.4,국5등급,1200M,20220731,1998-06-15,1438879284,55652000,0,4,0,15,4,0.2667,447,539,549,6527,1535,0.2352
303,11,3,걸작우먼,한,암,4세,52.5,김아현,503(11),15.7,3.9,국5등급,1200M,20220709,2020-07-17,1438879284,55652000,0,4,0,14,4,0.2857,22,41,35,562,98,0.1744
304,8,8,걸작우먼,한,암,4세,54.5,박태종,492(0),2.7,1.6,국5등급,1300M,20220521,1987-04-01,1438879284,55652000,0,4,0,13,4,0.3077,2181,2013,1704,15014,5898,0.3928
305,2,6,걸작우먼,한,암,4세,53,박태종,492,11.6,3,국5등급,1200M,20220403,1987-04-01,1438879284,55652000,0,3,0,12,3,0.25,2177,2006,1702,14970,5885,0.3931
306,7,1,걸작우먼,한,암,4세,54,안토니오,493,10.2,3.6,국5등급,1200M,20220219,2017-05-06,1438879284,55652000,0,3,0,11,3,0.2727,264,252,192,1919,708,0.3689
307,2,1,걸작우먼,한,암,4세,54.5,안토니오,499(21),12.2,2.7,국6등급,1300M,20220116,2017-05-06,1438879284,55652000,0,2,0,10,2,0.2,257,246,190,1882,693,0.3682
308,6,4,걸작우먼,한,암,3세,54,김용근,478,21.7,1.7,국6등급,1200M,20210815,2005-05-04,1438879284,55652000,0,2,0,9,2,0.2222,782,651,558,4966,1991,0.4009
309,4,3,걸작우먼,한,암,3세,54,김용근,484,3.7,1.4,국6등급,1200M,20210711,2005-05-04,1438879284,55652000,0,2,0,8,2,0.25,775,646,554,4921,1975,0.4013
310,2,1,걸작우먼,한,암,3세,54,김용근,485,5.9,1.7,국6등급,1000M,20210606,2005-05-04,1438879284,55652000,0,1,0,7,1,0.1429,772,639,550,4891,1961,0.4009
311,8,7,걸작우먼,한,암,3세,54.5,박태종,488,3.4,1.8,국6등급,1300M,20210307,1987-04-01,1438879284,55652000,0,1,0,6,1,0.1667,2142,1985,1677,14733,5804,0.3939
312,4,10,걸작우먼,한,암,3세,54.5,김용근,490,5.4,1.5,국6등급,1400M,20210115,2005-05-04,1438879284,55652000,0,1,0,5,1,0.2,761,628,541,4799,1930,0.4022
313,9,10,걸작우먼,한,암,2세,53,이혁,493(4),82.1,30.9,국OPEN,1200M,20201129,2011-08-24,1438879284,55652000,0,1,0,4,1,0.25,324,296,302,3771,922,0.2445
314,2,6,걸작우먼,한,암,2세,53,박태종,489(11),2.8,1.8,국6등급,1200M,20201016,1987-04-01,1438879284,55652000,0,0,0,3,0,0,2138,1979,1669,14676,5786,0.3942
315,1,6,검은질주,한,거,2세,53,김아현,436(-12),4.2,1.4,국6등급,1000M,20220917,2020-07-17,4464612000,61104000,0,1,0,3,1,0.3333,23,48,37,607,108,0.1779
316,6,3,검은질주,한,거,2세,53,김아현,448,64.1,4.2,국6등급,1000M,20220813,2020-07-17,4464612000,61104000,0,1,0,2,1,0.5,23,45,37,582,105,0.1804
317,8,8,검은질주,한,수,2세,55,송재철,449,104,11,국6등급,1000M,20220625,2013-06-01,4464612000,61104000,0,1,0,1,1,1,257,298,294,3248,849,0.2614
318,4,3,검포,한,수,5세,56.5,안토니오,487(19),4.3,1.6,국3등급,1200M,20220820,2017-05-06,2106636213,177328999,2,7,3,21,12,0.5714,284,267,208,2061,759,0.3683
319,7,2,검포,한,수,5세,54,김태희,468(-12),11.1,2.8,국3등급,1200M,20220605,2021-07-14,2106636213,177328999,2,7,3,20,12,0.6,16,16,18,199,50,0.2513
320,9,9,검포,한,수,5세,57.5,김정준,480(-22),28.3,6,혼3등급,1200M,20220430,2010-06-09,2106636213,177328999,2,7,3,19,12,0.6316,181,224,229,2927,634,0.2166
321,13,1,검포,한,수,5세,56,김정준,502(6),10.8,2.7,국3등급,1400M,20220319,2010-06-09,2106636213,177328999,2,7,3,18,12,0.6667,178,222,225,2878,625,0.2172
322,2,4,검포,한,수,5세,56,김정준,496(3),131.3,19.3,국3등급,1200M,20220213,2010-06-09,2106636213,177328999,2,6,3,17,11,0.6471,174,217,223,2825,614,0.2173
323,11,2,검포,한,수,4세,57,김용근,493(7),128.7,10.5,국3등급,1200M,20211023,2005-05-04,2106636213,177328999,2,6,3,16,11,0.6875,792,657,566,5028,2015,0.4008
324,11,8,검포,한,수,4세,56.5,빅투아르,486(7),9999.9,9999.9,국3등급,1400M,20210828,2017-07-05,2106636213,177328999,2,6,3,15,11,0.7333,159,165,169,1522,493,0.3239
325,3,12,검포,한,수,4세,55.5,이현종,479(1),10.5,1.5,국3등급,1400M,20210515,2015-06-18,2106636213,177328999,2,6,2,14,10,0.7143,172,141,154,1372,467,0.3404
326,4,13,검포,한,수,4세,55.5,이현종,478,26.9,10.1,국3등급,1400M,20210410,2015-06-18,2106636213,177328999,2,6,2,13,10,0.7692,170,139,151,1342,460,0.3428
327,5,9,검포,한,수,4세,55.5,유승완,481(-11),22.4,2.9,국3등급,1200M,20210221,2007-06-01,2106636213,177328999,2,6,2,12,10,0.8333,374,334,394,4353,1102,0.2532
328,11,9,검포,한,수,3세,56,이현종,492(12),9999.9,9999.9,국3등급,1200M,20201219,2015-06-18,2106636213,177328999,2,6,2,11,10,0.9091,165,135,147,1291,447,0.3462
329,2,3,검포,한,수,3세,54,이현종,480(17),4.4,1.4,국3등급,1400M,20201114,2015-06-18,2106636213,177328999,2,5,2,10,9,0.9,162,131,145,1263,438,0.3468
330,11,11,겅호우,한,수,3세,56,방춘식,483(0),155.9,30.9,국6등급,1200M,20211030,1990-06-01,296277765,90450000,0,0,0,3,0,0,371,376,417,4886,1164,0.2382
331,10,4,겅호우,한,수,3세,56,하정훈,483,137.9,62.3,국6등급,1200M,20210725,2015-06-18,296277765,90450000,0,0,0,2,0,0,60,86,95,1364,241,0.1767
332,11,9,겅호우,한,수,3세,52,김아현,489(14),420.7,79.9,국6등급,1000M,20210522,2020-07-17,296277765,90450000,0,0,0,1,0,0,7,16,14,217,37,0.1705
333,9,8,겅호우,한,수,3세,52.5,김아현,475,170.5,10.3,국6등급,1000M,20210228,2020-07-17,296277765,90450000,0,0,0,0,0,0,5,12,11,158,28,0.1772
334,6,6,경부대검,한,수,3세,56,조한별,464,19.9,5,국6등급,1200M,20220528,2013-06-01,2426804992,107912000,0,0,0,2,0,0,70,113,120,1754,303,0.1727
335,5,9,경부대검,한,수,3세,56,조한별,474,17.2,2.7,국6등급,1200M,20220423,2013-06-01,2426804992,107912000,0,0,0,1,0,0,65,111,117,1712,293,0.1711
336,5,2,경부대검,한,수,3세,56,이혁,476(1),33.4,5.3,국6등급,1000M,20220123,2011-08-24,2426804992,107912000,0,0,0,0,0,0,371,332,336,4133,1039,0.2514
337,11,10,경부도령,한,수,5세,55,박태종,465,21.4,6.2,국4등급,1400M,20220918,1987-04-01,2426804992,177860000,1,4,6,27,11,0.4074,2191,2027,1720,15141,5938,0.3922
338,3,11,경부도령,한,수,5세,53,신형철,468(-13),16.6,3.1,국4등급,1400M,20220814,1988-04-01,2426804992,177860000,1,4,5,26,10,0.3846,763,801,750,7305,2314,0.3168
339,4,1,경부도령,한,수,5세,53,김용근,481(12),17.5,3.6,국4등급,1400M,20220723,2005-05-04,2426804992,177860000,1,4,5,25,10,0.4,834,688,591,5322,2113,0.397
340,2,9,경부도령,한,수,5세,56,함완식,469(1),24.6,3.4,국4등급,1400M,20220424,1998-06-15,2426804992,177860000,1,3,5,24,9,0.375,786,799,722,6177,2307,0.3735
341,11,4,경부도령,한,수,5세,*52,이혁,468,19.4,6.2,국4등급,1700M,20220320,2011-08-24,2426804992,177860000,1,3,5,23,9,0.3913,379,340,343,4208,1062,0.2524
342,3,3,경부도령,한,수,5세,56.5,함완식,472,5.6,1.8,국5등급,1700M,20220219,1998-06-15,2426804992,177860000,1,3,4,22,8,0.3636,775,794,716,6132,2285,0.3726
343,3,10,경부도령,한,수,5세,57,김용근,476(7),3.1,1.4,국5등급,1700M,20220116,2005-05-04,2426804992,177860000,1,3,3,21,7,0.3333,802,665,577,5124,2044,0.3989
344,2,2,경부도령,한,수,4세,56,함완식,469,3.7,1.7,국5등급,1700M,20211212,1998-06-15,2426804992,177860000,1,2,3,20,6,0.3,773,787,712,6095,2272,0.3728
345,3,3,경부도령,한,수,4세,56,박상우,471(4),6.3,2,국5등급,1700M,20211114,2009-06-01,2426804992,177860000,1,2,2,19,5,0.2632,90,145,150,2403,385,0.1602
346,5,1,경부도령,한,수,4세,56,김정준,467(1),10.5,2.5,국5등급,1700M,20211009,2010-06-09,2426804992,177860000,1,2,2,18,5,0.2778,160,209,210,2708,579,0.2138
347,5,6,경부도령,한,수,4세,53.5,박상우,466,17,4.4,국5등급,1700M,20210918,2009-06-01,2426804992,177860000,1,2,2,17,5,0.2941,90,145,150,2388,385,0.1612
348,10,8,경부도령,한,수,4세,53,박상우,470(13),8.8,9999.9,국5등급,1700M,20210829,2009-06-01,2426804992,177860000,1,2,2,16,5,0.3125,90,145,149,2382,384,0.1612
349,2,5,경부도령,한,수,4세,52,박상우,457,20.5,2.8,국5등급,1700M,20210626,2009-06-01,2426804992,177860000,1,1,2,15,4,0.2667,90,144,148,2354,382,0.1623
350,3,2,경부도령,한,수,4세,54,박상우,460,14.4,3.1,국5등급,1700M,20210529,2009-06-01,2426804992,177860000,1,1,1,14,3,0.2143,90,144,147,2340,381,0.1628
351,11,10,경부도령,한,수,4세,53.5,박상우,466(3),42.8,8.5,국5등급,1700M,20210509,2009-06-01,2426804992,177860000,1,1,1,13,3,0.2308,90,144,147,2329,381,0.1636
352,8,10,경부도령,한,수,4세,51,김아현,463(3),212.8,5.4,국5등급,1700M,20210404,2020-07-17,2426804992,177860000,1,1,1,12,3,0.25,5,12,11,173,28,0.1618
353,6,12,경부도령,한,수,4세,51.5,임다빈,460,30,5.6,국5등급,1400M,20210228,2020-07-17,2426804992,177860000,1,1,1,11,3,0.2727,19,11,17,181,47,0.2597
354,6,5,경부도령,한,수,3세,56,이현종,463(2),15.2,2.2,국5등급,1700M,20201115,2015-06-18,2426804992,177860000,1,1,1,10,3,0.3,165,133,145,1272,443,0.3483
355,8,6,경부도령,한,수,3세,56,이현종,461,23.2,8.5,국5등급,1400M,20201016,2015-06-18,2426804992,177860000,1,1,1,9,3,0.3333,160,128,140,1233,428,0.3471
356,2,1,고고고,한,수,3세,57,다비드,509(4),59.1,6.7,국6등급,1700M,20210418,2017-12-01,59884471,54978000,0,0,0,6,0,0,89,110,104,1256,303,0.2412
357,8,7,고고고,한,수,3세,57,다비드,505,127.7,12.2,국6등급,1400M,20210404,2017-12-01,59884471,54978000,0,0,0,5,0,0,89,110,103,1241,302,0.2434
358,8,2,고고고,한,수,3세,56.5,다비드,512(1),13.6,3.2,국6등급,1400M,20210228,2017-12-01,59884471,54978000,0,0,0,4,0,0,89,108,103,1210,300,0.2479
359,7,12,고고고,한,수,3세,56.5,이혁,511(3),9999.9,9999.9,국6등급,1400M,20210108,2011-08-24,59884471,54978000,0,0,0,3,0,0,326,297,304,3799,927,0.244
360,12,8,고고고,한,수,2세,55,빅투아르,508(1),7.7,2,국6등급,1300M,20201115,2017-07-05,59884471,54978000,0,0,0,2,0,0,140,146,150,1311,436,0.3326
361,11,9,고고비,캐,암,5세,53,유승완,457,132,23.8,국3등급,1400M,20211106,2007-06-01,1333617566,47488764,2,2,3,19,7,0.3684,399,351,417,4601,1167,0.2536
362,12,1,고고비,캐,암,5세,54.5,김정준,463(-13),388.4,13.7,혼3등급,1200M,20210918,2010-06-09,1333617566,47488764,2,2,3,18,7,0.3889,159,208,209,2690,576,0.2141
363,9,5,고고비,캐,암,5세,54.5,김정준,476(6),43,9.7,혼3등급,1200M,20210808,2010-06-09,1333617566,47488764,2,2,3,17,7,0.4118,156,207,204,2648,567,0.2141
364,9,4,고고비,캐,암,5세,55.5,김정준,470(0),21.6,5.8,혼3등급,1400M,20210606,2010-06-09,1333617566,47488764,2,2,3,16,7,0.4375,154,202,201,2601,557,0.2141
365,5,10,고고비,캐,암,5세,55.5,김정준,470(3),125.9,5.4,혼3등급,1400M,20210502,2010-06-09,1333617566,47488764,2,2,3,15,7,0.4667,152,197,198,2569,547,0.2129
366,9,8,고고비,캐,암,5세,56,김정준,467(0),114.6,7.9,혼3등급,1200M,20210307,2010-06-09,1333617566,47488764,2,2,3,14,7,0.5,147,191,193,2512,531,0.2114
367,7,9,고고비,캐,암,5세,56,김정준,467(6),9999.9,5.2,혼3등급,1400M,20210115,2010-06-09,1333617566,47488764,2,2,3,13,7,0.5385,144,190,191,2473,525,0.2123
368,3,7,고고비,캐,암,4세,55,김정준,461(2),27.4,2.8,혼3등급,1400M,20201121,2010-06-09,1333617566,47488764,2,2,2,12,6,0.5,141,188,186,2424,515,0.2125
369,4,4,고고스타,한,암,4세,54,이동하,469(3),3.8,1.9,국5등급,1200M,20220813,2016-06-18,1207357020,40071117,1,0,6,21,7,0.3333,121,147,157,1571,425,0.2705
370,1,5,고고스타,한,암,4세,*52,이동하,466(14),4.9,2.9,국5등급,1200M,20220710,2016-06-18,1207357020,40071117,0,0,6,20,6,0.3,118,142,156,1542,416,0.2698
371,3,4,고고스타,한,암,4세,*52,이동하,452,25.7,4.6,국5등급,1200M,20220611,2016-06-18,1207357020,40071117,0,0,5,19,5,0.2632,116,136,149,1503,401,0.2668
372,10,8,고고스타,한,암,4세,54,김정준,461(11),54.8,12.5,국5등급,1700M,20220410,2010-06-09,1207357020,40071117,0,0,5,18,5,0.2778,181,223,229,2915,633,0.2172
373,6,11,고고스타,한,암,4세,54,김정준,450(-16),49.3,4.7,국5등급,1200M,20220305,2010-06-09,1207357020,40071117,0,0,5,17,5,0.2941,178,221,225,2860,624,0.2182
374,7,3,고고스타,한,암,4세,*52,김정준,466(4),132.7,27.4,국5등급,1200M,20220116,2010-06-09,1207357020,40071117,0,0,5,16,5,0.3125,172,216,220,2793,608,0.2177
375,10,5,고고스타,한,암,3세,*52,김정준,462(4),101.8,8.1,국5등급,1200M,20211212,2010-06-09,1207357020,40071117,0,0,5,15,5,0.3333,165,215,217,2764,597,0.216
376,10,1,고고스타,한,암,3세,*52,유승완,458(15),35.4,12.9,국5등급,1200M,20211121,2007-06-01,1207357020,40071117,0,0,5,14,5,0.3571,400,353,419,4622,1172,0.2536
377,8,4,고고스타,한,암,3세,*52,김정준,443(-11),5.7,1.7,국5등급,1200M,20211017,2010-06-09,1207357020,40071117,0,0,5,13,5,0.3846,162,209,212,2721,583,0.2143
378,5,3,고고스타,한,암,3세,*52,김정준,454,8,7.7,국5등급,1200M,20210904,2010-06-09,1207357020,40071117,0,0,5,12,5,0.4167,158,208,208,2675,574,0.2146
379,6,2,고고스타,한,암,3세,*52,김정준,457(4),85.6,6.6,국5등급,1200M,20210808,2010-06-09,1207357020,40071117,0,0,5,11,5,0.4545,156,207,204,2649,567,0.214
380,10,10,고고스타,한,암,3세,*52,김동수,453,44,6.1,국5등급,1200M,20210717,2014-06-05,1207357020,40071117,0,0,5,10,5,0.5,253,270,294,2789,817,0.2929
381,10,8,고고스타,한,암,3세,52.5,김정준,455,35.8,15.5,국5등급,1300M,20210613,2010-06-09,1207357020,40071117,0,0,5,9,5,0.5556,155,203,201,2608,559,0.2143
382,3,1,고고스타,한,암,3세,54,김정준,458(3),2.7,1.1,국6등급,1200M,20210509,2010-06-09,1207357020,40071117,0,0,4,8,4,0.5,152,197,198,2575,547,0.2124
383,3,7,고고스타,한,암,3세,55,김정준,455(4),4,1.3,국6등급,1200M,20210403,2010-06-09,1207357020,40071117,0,0,3,7,3,0.4286,150,194,196,2537,540,0.2128
384,3,13,고고스타,한,암,3세,54.5,김정준,451(-18),23,1.3,국6등급,1200M,20210228,2010-06-09,1207357020,40071117,0,0,2,6,2,0.3333,145,191,192,2506,528,0.2107
385,5,9,고고스타,한,암,3세,54.5,김정준,469(10),9999.9,9999.9,국6등급,1400M,20210108,2010-06-09,1207357020,40071117,0,0,2,5,2,0.4,144,190,191,2468,525,0.2127
386,4,9,고고스타,한,암,2세,53,김정준,459(-11),7.1,2.1,국6등급,1200M,20201108,2010-06-09,1207357020,40071117,0,0,2,4,2,0.5,141,187,185,2413,513,0.2126
387,3,5,고마나루,한,수,3세,56,안토니오,495(0),3.8,1.6,국6등급,1300M,20220918,2017-05-06,1636444000,36983000,0,1,0,3,1,0.3333,285,271,210,2081,766,0.3681
388,4,7,고마나루,한,수,3세,56,안토니오,495,59.4,8.7,국6등급,1300M,20220731,2017-05-06,1636444000,36983000,0,1,0,2,1,0.5,284,265,207,2056,756,0.3677
389,12,4,고마나루,한,수,3세,56,김태훈,496,102.5,20.2,국6등급,1200M,20220604,2013-06-01,1636444000,36983000,0,1,0,1,1,1,62,79,85,1096,226,0.2062
390,8,5,고속대박,한,암,3세,55,문정균,455(12),306,48.4,국6등급,1200M,20210403,1998-06-15,971576822,72624536,0,0,0,2,0,0,442,529,534,6272,1505,0.24
391,9,7,고속대박,한,암,3세,54.5,이기회,443(3),9999.9,9999.9,국6등급,1200M,20210108,2004-06-02,971576822,72624536,0,0,0,1,0,0,118,157,191,3313,466,0.1407
392,11,13,고속대박,한,암,2세,53,이기회,440,15.6,17.3,국6등급,1200M,20201023,2004-06-02,971576822,72624536,0,0,0,0,0,0,118,157,190,3297,465,0.141
393,2,6,고속페달,한,수,3세,57,김용근,510(2),5.7,1.8,국5등급,1400M,20201023,2005-05-04,935454184,73024735,1,2,0,7,3,0.4286,744,618,533,4706,1895,0.4027
394,13,1,고스트빌리지,한,수,5세,54,이용호,560(9),69,19.8,국5등급,1400M,20220115,2015-06-17,2597607438,211519280,1,0,2,10,3,0.3,50,65,69,844,184,0.218
395,11,10,고스트빌리지,한,수,4세,56,송재철,551,64.5,10.8,국5등급,1700M,20211212,2013-06-01,2597607438,211519280,1,0,2,9,3,0.3333,233,272,270,3000,775,0.2583
396,12,9,고스트빌리지,한,수,4세,54.5,조상범,552,82.7,9,국5등급,1400M,20211107,2014-06-05,2597607438,211519280,1,0,2,8,3,0.375,62,115,118,1451,295,0.2033
397,5,10,고스트빌리지,한,수,4세,54.5,이용호,553(2),25.8,2.2,국5등급,1400M,20210919,2015-06-17,2597607438,211519280,1,0,2,7,3,0.4286,46,58,64,761,168,0.2208
398,6,12,고스트빌리지,한,수,4세,54.5,우에다,551(2),30,4.6,국5등급,1400M,20210724,2020-04-01,2597607438,211519280,1,0,2,6,3,0.5,14,12,17,263,43,0.1635
399,5,5,고스트빌리지,한,수,4세,54.5,유승완,549(10),13.2,4.3,국5등급,1700M,20210605,2007-06-01,2597607438,211519280,1,0,2,5,3,0.6,382,338,404,4434,1124,0.2535
400,1,5,고스트빌리지,한,수,4세,57,유승완,539,2.4,1,국6등급,1300M,20210425,2007-06-01,2597607438,211519280,0,0,2,4,2,0.5,381,336,402,4413,1119,0.2536
401,3,12,고스트빌리지,한,수,4세,57,유승완,546,4.8,1.7,국6등급,1400M,20210314,2007-06-01,2597607438,211519280,0,0,1,3,1,0.3333,379,335,396,4373,1110,0.2538
402,7,11,고스트빌리지,한,수,4세,57,유승완,547(12),21.6,6.1,국6등급,1300M,20210122,2007-06-01,2597607438,211519280,0,0,1,2,1,0.5,373,333,393,4328,1099,0.2539
403,1,1,고스트울프,한,암,2세,53,김용근,473(13),4.9,2,국6등급,1000M,20220723,2005-05-04,2014956840,698022,0,0,0,0,0,0,833,688,590,5318,2111,0.397
404,5,3,고어헤드,한,암,4세,54,문정균,472(1),285.1,28.7,국6등급,1300M,20210711,1998-06-15,678570454,159225000,0,0,0,7,0,0,443,531,539,6343,1513,0.2385
405,10,3,고어헤드,한,암,4세,54,박을운,471(0),89.8,9.1,국6등급,1200M,20210605,1998-06-15,678570454,159225000,0,0,0,6,0,0,419,407,352,3537,1178,0.3331
406,6,13,고어헤드,한,암,4세,55,박을운,471,67,11.2,국6등급,1400M,20210417,1998-06-15,678570454,159225000,0,0,0,5,0,0,414,406,348,3489,1168,0.3348
407,11,7,고어헤드,한,암,4세,55,김옥성,479,89.7,18.3,국6등급,1300M,20210228,1987-04-01,678570454,159225000,0,0,0,4,0,0,538,635,734,8211,1907,0.2322
408,8,9,고어헤드,한,암,3세,54,우에다,489(6),8.3,4.2,국6등급,1200M,20201206,2020-04-01,678570454,159225000,0,0,0,3,0,0,2,3,2,74,7,0.0946
409,5,13,고어헤드,한,암,3세,54,박현우,483(25),11.2,3.7,국6등급,1200M,20201023,2012-06-07,678570454,159225000,0,0,0,2,0,0,101,92,96,1520,289,0.1901
410,1,8,고업,한,암,5세,53.5,이혁,561(4),2.9,1.4,2등급,1200M,20220917,2011-08-24,296277765,0,4,5,0,14,9,0.6429,404,369,366,4418,1139,0.2578
411,1,10,고업,한,암,5세,*52,이혁,557,4.6,1.4,2등급,1200M,20220730,2011-08-24,296277765,0,3,5,0,13,8,0.6154,398,360,359,4366,1117,0.2558
412,4,1,고업,한,암,5세,*52,이혁,560(-11),4.8,1.7,2등급,1200M,20220618,2011-08-24,296277765,0,3,5,0,12,8,0.6667,391,353,353,4304,1097,0.2549
413,5,2,고업,한,암,5세,*52,박을운,571(8),3.9,1.4,2등급,1200M,20220507,1998-06-15,296277765,0,3,5,0,11,8,0.7273,443,433,376,3830,1252,0.3269
414,4,1,고업,한,암,5세,*52,박을운,563(13),7.2,2.2,2등급,1200M,20220226,1998-06-15,296277765,0,3,5,0,10,8,0.8,437,425,372,3761,1234,0.3281
415,2,13,고업,한,암,4세,56,이혁,550(6),2.9,1.5,국3등급,1200M,20210501,2011-08-24,296277765,0,3,4,0,9,7,0.7778,341,310,314,3913,965,0.2466
416,2,11,고업,한,암,4세,54.5,이혁,544,1.8,1.3,국3등급,1200M,20210321,2011-08-24,296277765,0,3,3,0,8,6,0.75,336,302,312,3867,950,0.2457
417,5,3,고업,한,암,4세,54.5,이혁,551(0),9999.9,1.4,국3등급,1400M,20210129,2011-08-24,296277765,0,3,3,0,7,6,0.8571,331,300,306,3825,937,0.245
418,2,14,고업,한,암,3세,55,이혁,551,46.9,4.6,국OPEN,1400M,20201206,2011-08-24,296277765,0,3,2,0,6,5,0.8333,326,296,303,3778,925,0.2448
419,2,8,고업,한,암,3세,53,이혁,554(7),12,4,국3등급,1400M,20201016,2011-08-24,296277765,0,3,1,0,5,4,0.8,321,290,288,3709,899,0.2424
420,8,11,고웰,한,수,4세,52,김정준,464(-11),6.7,3.8,국5등급,1700M,20210626,2010-06-09,713070191,59667000,0,2,2,8,4,0.5,155,206,201,2617,562,0.2147
421,3,2,고웰,한,수,4세,56,김정준,475(1),11.5,2.1,국6등급,1400M,20210515,2010-06-09,713070191,59667000,0,2,1,7,3,0.4286,152,199,199,2581,550,0.2131
422,5,6,고웰,한,수,4세,57,김정준,474(3),1.8,1.6,국6등급,1700M,20210418,2010-06-09,713070191,59667000,0,2,1,6,3,0.5,151,194,197,2556,542,0.2121
423,4,5,고웰,한,수,4세,57,김정준,471(1),3.2,1.4,국6등급,1400M,20210314,2010-06-09,713070191,59667000,0,2,1,5,3,0.6,147,192,193,2523,532,0.2109
424,3,3,고웰,한,수,3세,56,김정준,470(4),1.6,1.1,국6등급,1200M,20201212,2010-06-09,713070191,59667000,0,2,0,4,2,0.5,143,189,190,2456,522,0.2125
425,2,8,고웰,한,수,3세,56,김정준,466,8.8,1.8,국6등급,1200M,20201101,2010-06-09,713070191,59667000,0,1,0,3,1,0.3333,140,184,181,2402,505,0.2102
426,1,12,고져스서브,한,암,3세,54,송재철,494(1),13.7,2.8,국5등급,1400M,20220924,2013-06-01,1333617566,44440734,0,2,0,6,2,0.3333,270,310,314,3364,894,0.2658
427,4,5,고져스서브,한,암,3세,52,송재철,493,8.1,1.8,국5등급,1300M,20220731,2013-06-01,1333617566,44440734,0,2,0,5,2,0.4,264,304,307,3308,875,0.2645
428,5,10,고져스서브,한,암,3세,53,송재철,494(4),32.1,5.2,국5등급,1300M,20220619,2013-06-01,1333617566,44440734,0,2,0,4,2,0.5,257,298,294,3244,849,0.2617
429,2,6,고져스서브,한,암,3세,54,송재철,490,1.4,1,국6등급,1300M,20220521,2013-06-01,1333617566,44440734,0,1,0,3,1,0.3333,253,293,288,3201,834,0.2605
430,2,7,고져스서브,한,암,3세,54,송재철,496,2.6,1.2,국6등급,1200M,20220424,2013-06-01,1333617566,44440734,0,0,0,2,0,0,251,287,286,3160,824,0.2608
431,4,11,고져스서브,한,암,3세,54,송재철,503,29.2,4.4,국6등급,1200M,20220313,2013-06-01,1333617566,44440734,0,0,0,1,0,0,243,282,280,3103,805,0.2594
432,9,12,고져스서브,한,암,3세,54,송재철,507(8),13.6,3.2,국6등급,1000M,20220109,2013-06-01,1333617566,44440734,0,0,0,0,0,0,236,275,272,3028,783,0.2586
433,12,12,골드브릿지,한,거,4세,*52,김정준,539(5),2.1,9999.9,국4등급,1400M,20210129,2010-06-09,59884471,47338000,2,0,2,10,4,0.4,144,190,191,2487,525,0.2111
434,10,1,골드브릿지,한,거,3세,54,김용근,534(17),10.4,3.5,국4등급,1400M,20201016,2005-05-04,59884471,47338000,2,0,2,9,4,0.4444,744,617,532,4699,1893,0.4029
435,5,11,골드블루매직,호,암,5세,53,황순도,455,80.2,14.3,혼4등급,1700M,20201121,1998-06-15,826551118,7232525,1,0,1,19,2,0.1053,84,131,150,2298,365,0.1588
436,12,6,골드블루매직,호,암,5세,53,송재철,461(7),20,7.5,혼4등급,1400M,20201023,2013-06-01,826551118,7232525,1,0,1,18,2,0.1111,181,214,223,2502,618,0.247
437,2,4,골드스파이크,한,암,4세,54.5,유승완,482(2),4.8,1.7,국5등급,1400M,20220917,2007-06-01,296277765,363840000,1,0,2,17,3,0.1765,432,387,466,4954,1285,0.2594
438,3,9,골드스파이크,한,암,4세,52.5,유승완,480,36.2,4.9,국5등급,1400M,20220731,2007-06-01,296277765,363840000,1,0,1,16,2,0.125,429,387,461,4910,1277,0.2601
439,7,7,골드스파이크,한,암,4세,54,송재철,487(9),15.1,3,국5등급,1300M,20220625,2013-06-01,296277765,363840000,1,0,1,15,2,0.1333,257,299,296,3253,852,0.2619
440,5,7,골드스파이크,한,암,4세,54,송재철,478,17.1,2.8,국5등급,1300M,20220528,2013-06-01,296277765,363840000,1,0,1,14,2,0.1429,254,295,289,3208,838,0.2612
441,10,10,골드스파이크,한,암,4세,54.5,송재철,482(2),13.3,3.5,국5등급,1300M,20220402,2013-06-01,296277765,363840000,1,0,1,13,2,0.1538,247,286,282,3135,815,0.26
442,5,9,골드스파이크,한,암,4세,55,송재철,480(-11),16.5,2.2,국5등급,1400M,20220226,2013-06-01,296277765,363840000,1,0,1,12,2,0.1667,239,280,278,3075,797,0.2592
443,4,7,골드스파이크,한,암,4세,56,송재철,491(4),28.3,4.8,국5등급,1400M,20220123,2013-06-01,296277765,363840000,1,0,1,11,2,0.1818,237,279,276,3055,792,0.2592
444,11,7,골드스파이크,한,암,3세,54,송재철,487,23.1,4,국5등급,1300M,20211218,2013-06-01,296277765,363840000,1,0,1,10,2,0.2,233,272,270,3006,775,0.2578
445,3,3,골드스파이크,한,암,3세,53.5,송재철,489,3.8,1.5,국5등급,1300M,20211114,2013-06-01,296277765,363840000,1,0,0,9,1,0.1111,226,270,268,2958,764,0.2583
446,4,5,골드스파이크,한,암,3세,53.5,송재철,492(12),22.7,2.8,국5등급,1300M,20211010,2013-06-01,296277765,363840000,1,0,0,8,1,0.125,223,261,263,2887,747,0.2587
